num_bins,short_window_size,discount,base_rate,eta,tau_ok,simulation_seed,event_index,event_name,event_start,event_end,detected,detection_delay_steps,detection_delay_seconds,recovery_delay_steps,recovery_delay_seconds,event_consistent_rate,event_undecided_rate,event_inconsistent_rate,event_mean_q_inconsistent,event_max_q_inconsistent,event_mean_position_error,event_max_position_error
5,70,0.995,0.5,0.95,0.5,0,1,measurement_noise_x_increased,300,400,0,,,35.0,3.5,0.78,0.22,0.0,0.0359426034144096,0.21522410097823144,0.7583449121460678,2.077781262789668
5,70,0.995,0.5,0.95,0.5,0,2,measurement_noise_xy_decreased,500,600,0,,,55.0,5.5,0.53,0.47,0.0,0.1944720208696441,0.6400378575055033,0.3108220514418344,1.0256832163208238
5,70,0.995,0.5,0.95,0.5,0,3,truncated_gaussian_measurement_noise,700,800,0,,,40.0,4.0,0.63,0.37,0.0,0.1900843034376096,0.6695309537340367,0.384027147034413,0.9700072176398135
5,70,0.995,0.5,0.95,0.5,0,4,coordinated_turn_model_mismatch,900,1000,1,56.0,5.6000000000000005,67.0,6.7,0.4,0.16,0.44,0.5277784006819624,0.9999999999999748,3.0762588689022863,4.685813908554918
5,70,0.995,0.5,0.95,0.5,0,5,process_noise_x_increased,1100,1300,0,,,0.0,0.0,1.0,0.0,0.0,0.0013669221695333334,0.01764699605959465,0.7730004400459154,1.9952803799749892
7,35,0.95,0.5,0.95,0.5,0,0,measurement_outliers,100,200,0,,,34.0,3.4000000000000004,0.33,0.67,0.0,0.30593481388985827,0.8855404407815067,1.2582084760859429,3.970927422779099
7,35,0.95,0.5,0.95,0.5,0,1,measurement_noise_x_increased,300,400,0,,,48.0,4.800000000000001,0.0,1.0,0.0,0.25953907016954236,0.6487303010464445,0.7583449121460678,2.077781262789668
7,35,0.95,0.5,0.95,0.5,0,2,measurement_noise_xy_decreased,500,600,0,,,71.0,7.1000000000000005,0.1,0.9,0.0,0.4878839284589324,0.7779819012439951,0.3108220514418344,1.0256832163208238
7,35,0.95,0.5,0.95,0.5,0,3,truncated_gaussian_measurement_noise,700,800,0,,,30.0,3.0,0.13,0.87,0.0,0.4463629618158799,0.8086775658159747,0.384027147034413,0.9700072176398135
7,35,0.95,0.5,0.95,0.5,0,4,coordinated_turn_model_mismatch,900,1000,1,37.0,3.7,55.0,5.5,0.07,0.3,0.63,0.7197466383180842,0.9999999495252345,3.0762588689022863,4.685813908554918
7,35,0.95,0.5,0.95,0.5,0,5,process_noise_x_increased,1100,1300,0,,,0.0,0.0,0.535,0.465,0.0,0.1092780671315156,0.5053796450916324,0.7730004400459154,1.9952803799749892
7,35,0.98,0.5,0.95,0.5,0,0,measurement_outliers,100,200,0,,,19.0,1.9000000000000001,0.42,0.58,0.0,0.26374372194469703,0.8136156005003616,1.2582084760859429,3.970927422779099
7,35,0.98,0.5,0.95,0.5,0,1,measurement_noise_x_increased,300,400,0,,,48.0,4.800000000000001,0.09,0.91,0.0,0.1981721690148596,0.5109521465506868,0.7583449121460678,2.077781262789668
7,35,0.98,0.5,0.95,0.5,0,2,measurement_noise_xy_decreased,500,600,0,,,69.0,6.9,0.17,0.83,0.0,0.45151377935131815,0.7631507180493795,0.3108220514418344,1.0256832163208238
7,35,0.98,0.5,0.95,0.5,0,3,truncated_gaussian_measurement_noise,700,800,0,,,56.0,5.6000000000000005,0.2,0.8,0.0,0.39956821078764554,0.8222091068836119,0.384027147034413,0.9700072176398135
7,35,0.98,0.5,0.95,0.5,0,4,coordinated_turn_model_mismatch,900,1000,1,38.0,3.8000000000000003,55.0,5.5,0.13,0.25,0.62,0.7091936333739289,0.9999999838720758,3.0762588689022863,4.685813908554918
7,35,0.98,0.5,0.95,0.5,0,5,process_noise_x_increased,1100,1300,0,,,0.0,0.0,0.61,0.39,0.0,0.08331222238053523,0.37354470159341485,0.7730004400459154,1.9952803799749892
7,35,0.99,0.5,0.95,0.5,0,0,measurement_outliers,100,200,0,,,18.0,1.8,0.43,0.57,0.0,0.23606073776226183,0.7902362395858098,1.2582084760859429,3.970927422779099
7,35,0.99,0.5,0.95,0.5,0,1,measurement_noise_x_increased,300,400,0,,,47.0,4.7,0.2,0.8,0.0,0.14571590894233263,0.4332421153876161,0.7583449121460678,2.077781262789668
7,35,0.99,0.5,0.95,0.5,0,2,measurement_noise_xy_decreased,500,600,0,,,69.0,6.9,0.26,0.74,0.0,0.4109403573060735,0.7454137127446879,0.3108220514418344,1.0256832163208238
7,35,0.99,0.5,0.95,0.5,0,3,truncated_gaussian_measurement_noise,700,800,0,,,56.0,5.6000000000000005,0.25,0.75,0.0,0.360355664539907,0.810963292314076,0.384027147034413,0.9700072176398135
7,35,0.99,0.5,0.95,0.5,0,4,coordinated_turn_model_mismatch,900,1000,1,38.0,3.8000000000000003,55.0,5.5,0.24,0.14,0.62,0.7025677721367084,0.9999999966642692,3.0762588689022863,4.685813908554918
7,35,0.99,0.5,0.95,0.5,0,5,process_noise_x_increased,1100,1300,0,,,0.0,0.0,0.68,0.32,0.0,0.056335607398105524,0.2704123112365735,0.7730004400459154,1.9952803799749892
7,35,0.995,0.5,0.95,0.5,0,0,measurement_outliers,100,200,0,,,16.0,1.6,0.43,0.57,0.0,0.2303184890763462,0.7409659380489398,1.2582084760859429,3.970927422779099
7,35,0.995,0.5,0.95,0.5,0,1,measurement_noise_x_increased,300,400,0,,,44.0,4.4,0.37,0.63,0.0,0.12582010517995112,0.37028543926450247,0.7583449121460678,2.077781262789668
7,35,0.995,0.5,0.95,0.5,0,2,measurement_noise_xy_decreased,500,600,0,,,68.0,6.800000000000001,0.28,0.72,0.0,0.34773173222540554,0.7023511959476209,0.3108220514418344,1.0256832163208238
7,35,0.995,0.5,0.95,0.5,0,3,truncated_gaussian_measurement_noise,700,800,0,,,56.0,5.6000000000000005,0.24,0.76,0.0,0.30302194919205677,0.7805683422733537,0.384027147034413,0.9700072176398135
7,35,0.995,0.5,0.95,0.5,0,4,coordinated_turn_model_mismatch,900,1000,1,38.0,3.8000000000000003,55.0,5.5,0.25,0.13,0.62,0.7019746409045201,0.9999999909917627,3.0762588689022863,4.685813908554918
7,35,0.995,0.5,0.95,0.5,0,5,process_noise_x_increased,1100,1300,0,,,0.0,0.0,0.725,0.275,0.0,0.034258394080668386,0.16338134330826334,0.7730004400459154,1.9952803799749892
7,50,0.95,0.5,0.95,0.5,0,0,measurement_outliers,100,200,0,,,17.0,1.7000000000000002,0.45,0.55,0.0,0.20586918823580094,0.5329609359348412,1.2582084760859429,3.970927422779099
7,50,0.95,0.5,0.95,0.5,0,1,measurement_noise_x_increased,300,400,0,,,49.0,4.9,0.18,0.82,0.0,0.16779954713766107,0.4435493492603544,0.7583449121460678,2.077781262789668
7,50,0.95,0.5,0.95,0.5,0,2,measurement_noise_xy_decreased,500,600,0,,,67.0,6.7,0.22,0.78,0.0,0.4196336509821309,0.7609596337640873,0.3108220514418344,1.0256832163208238
7,50,0.95,0.5,0.95,0.5,0,3,truncated_gaussian_measurement_noise,700,800,0,,,37.0,3.7,0.29,0.71,0.0,0.33306552607202233,0.8335138219660665,0.384027147034413,0.9700072176398135
7,50,0.95,0.5,0.95,0.5,0,4,coordinated_turn_model_mismatch,900,1000,1,46.0,4.6000000000000005,58.0,5.800000000000001,0.25,0.21,0.54,0.64129219069813,0.9999999921229976,3.0762588689022863,4.685813908554918
7,50,0.95,0.5,0.95,0.5,0,5,process_noise_x_increased,1100,1300,0,,,0.0,0.0,0.67,0.33,0.0,0.05682326796090622,0.3170989038886719,0.7730004400459154,1.9952803799749892
7,50,0.98,0.5,0.95,0.5,0,0,measurement_outliers,100,200,0,,,16.0,1.6,0.48,0.52,0.0,0.14691979953298512,0.4047031834816421,1.2582084760859429,3.970927422779099
