k,p_ok_griebel_innovation_mean,p_ok_griebel_innovation_q05,p_ok_griebel_innovation_q50,p_ok_griebel_innovation_q95,p_ok_radial_mean,p_ok_radial_q05,p_ok_radial_q50,p_ok_radial_q95,p_ok_x_mean,p_ok_x_q05,p_ok_x_q50,p_ok_x_q95,p_ok_y_mean,p_ok_y_q05,p_ok_y_q50,p_ok_y_q95,p_ok_comp_mean,p_ok_comp_q05,p_ok_comp_q50,p_ok_comp_q95,p_ok_overall_mean,p_ok_overall_q05,p_ok_overall_q50,p_ok_overall_q95,u_griebel_innovation_mean,u_griebel_innovation_q05,u_griebel_innovation_q50,u_griebel_innovation_q95,u_radial_mean,u_radial_q05,u_radial_q50,u_radial_q95,u_x_mean,u_x_q05,u_x_q50,u_x_q95,u_y_mean,u_y_q05,u_y_q50,u_y_q95,u_comp_mean,u_comp_q05,u_comp_q50,u_comp_q95,u_overall_mean,u_overall_q05,u_overall_q50,u_overall_q95,griebel_multinomial_dc_mean,griebel_multinomial_dc_q05,griebel_multinomial_dc_q50,griebel_multinomial_dc_q95,griebel_multinomial_uncertainty_mean,griebel_multinomial_uncertainty_q05,griebel_multinomial_uncertainty_q50,griebel_multinomial_uncertainty_q95,griebel_multinomial_threshold_mean,griebel_multinomial_threshold_q05,griebel_multinomial_threshold_q50,griebel_multinomial_threshold_q95,dc_josang_history_mean,dc_josang_history_q05,dc_josang_history_q50,dc_josang_history_q95,dc_norm_history_mean,dc_norm_history_q05,dc_norm_history_q50,dc_norm_history_q95,nis_score_mean,nis_score_q05,nis_score_q50,nis_score_q95,nis_lower_band_mean,nis_lower_band_q05,nis_lower_band_q50,nis_lower_band_q95,nis_upper_band_mean,nis_upper_band_q05,nis_upper_band_q50,nis_upper_band_q95
482,0.91918918918919,0.8351351351351354,0.9432432432432433,0.9702702702702702,0.4916038235345834,0.41358523498400573,0.49048442334766085,0.5618893261956684,0.6370961026120959,0.5578091250984817,0.6381556740455087,0.7105853733724978,0.6446765318612274,0.5732798525275633,0.6473670617548987,0.7057008991607726,0.411090656020442,0.3381448868408762,0.4126165927539615,0.4908239896124272,0.4460492676540105,0.3799358445345218,0.44668026268058114,0.5177794341118294,0.054054054054056104,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10856163050125374,0.10666526193107195,0.1079559442101633,0.11180282598233211,0.11091870398573775,0.10666332874944581,0.1079559442101633,0.1310560569341514,0.11114055616388578,0.1066633283500984,0.10761612117061103,0.1326821676071369,0.08551934460057456,0.07712291949858179,0.08473381454570489,0.09457037917905223,0.09540047962499117,0.08978842902469511,0.0949569856055495,0.10166764373715241,0.3374010340599027,0.27410079704868606,0.33994349255580336,0.4036206392566272,0.10421530195261072,0.10049510014930071,0.10412058237469024,0.10666332835009724,0.20875537162066604,0.20552044289069107,0.20821360119030938,0.2110128548811631,0.3469554849128984,0.29325089062112103,0.3488308064360329,0.4069814812826971,0.4541153612147894,0.3838092994137181,0.4559632103192426,0.5325664053876462,0.562258083601814,0.4179124524786122,0.5540953337763451,0.7372065417196352,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
483,0.9181081081081091,0.8351351351351354,0.9432432432432433,0.9702702702702702,0.4920207903788642,0.4136947004254494,0.4906979300776184,0.560672887297286,0.6364823686539703,0.5526773906859886,0.6378515668948657,0.7072119982864234,0.6444553347671473,0.5781022041380235,0.6434685716419872,0.7051665534547745,0.4106262590077503,0.33739136051366303,0.41132596248270115,0.48917327377385034,0.4460324257136016,0.3778210446300266,0.44679444960950154,0.5174746425657838,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.1084243599898479,0.10666511963301024,0.10786106451856914,0.11142853106975258,0.11062124006796559,0.1066633287200567,0.10786106451856925,0.12934972495719133,0.11200063666275296,0.1066633283500984,0.10754613683292391,0.1331123796820091,0.08567148307711328,0.07791245229233233,0.08498953892778571,0.09440101632257407,0.09543858725121691,0.0902397236774579,0.09511026508911946,0.1010292975586287,0.3374924339447712,0.2763719710740593,0.33797296536460997,0.4042201534923177,0.10438260759260322,0.10095468510364619,0.10430867265935345,0.10666332835009724,0.20887246691274558,0.20552044289069107,0.20821360119030938,0.2110128548811631,0.34674920740371257,0.2942817200083588,0.3478301113919541,0.4064676231119697,0.45376702962621174,0.38509680840551685,0.45512024860762823,0.5317774609413828,0.5656051813788381,0.41765158159844157,0.5684027566915721,0.7492256143728341,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
484,0.9178378378378388,0.8351351351351354,0.9162162162162163,0.9702702702702702,0.49220172100175263,0.4132321714413744,0.4906139824389181,0.5619657512262597,0.6369663903470203,0.5477717384669354,0.6396765663494439,0.7163996557800447,0.643978285268813,0.5805527503817199,0.6489901257153804,0.7021280613731528,0.41061003365675863,0.3357328411894872,0.4137348767210778,0.48863140915165015,0.4461107239021421,0.37424423309502824,0.4487498733151293,0.512806027124945,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10829686223469544,0.10666498780705476,0.10777313223708046,0.11108122891328893,0.11034360236120522,0.10666332869283013,0.10777313223708052,0.12775695690657404,0.11220165538013646,0.1066633283500984,0.10748128379224597,0.13959329273539128,0.08564274241093765,0.07792044855778697,0.08480613594847214,0.0939900157574523,0.09537344020131897,0.09045841287435127,0.09495749885207411,0.10496672240995951,0.3375350144565996,0.272770646517915,0.3398662713410173,0.4048129702569313,0.10453658837487144,0.10137963822657206,0.10448278383891231,0.1066633283500973,0.20897819481602034,0.20552044289069107,0.2089065749955481,0.2110128548811631,0.34671212219662684,0.29451130311813967,0.34841109668289194,0.4071974827435592,0.4536498478808994,0.38465875503736163,0.45553870420915893,0.5326834431488362,0.5650753065185462,0.4165896015516964,0.5703758659346941,0.7291164114086954,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
485,0.9181081081081088,0.8351351351351354,0.9162162162162163,0.9702702702702702,0.4921156635058203,0.41190917420136713,0.49172175004449603,0.5589500508039679,0.6370955449456932,0.5471705632556071,0.6405039697119851,0.7123187655473401,0.6438236124662505,0.5773242923921347,0.6487727176999659,0.7056365141606843,0.41050757494634893,0.33554767469420416,0.4115073265497464,0.4893409364679606,0.4460329315684466,0.3764486713473431,0.4516160774139433,0.5108173180969244,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10817846175336956,0.10666486568253966,0.10769164104159262,0.11075901030558073,0.11067509954657333,0.1066633286676072,0.10773238663933665,0.12925903217996643,0.11182208459220774,0.1066633283500984,0.10742118711773707,0.13733307220988855,0.08563045069296102,0.07793731584650672,0.08495411639366895,0.09585278598462255,0.09532101071059103,0.09021500215519218,0.09504031715804195,0.10500442006658463,0.3379961885119554,0.2734918993944707,0.34167825923042805,0.39761714486567873,0.10467828054610503,0.10177262485354745,0.10452204641676993,0.1066633283500973,0.20905798429041067,0.20685416886655664,0.2089065749955481,0.2110128548811631,0.34687136348453385,0.2957593398309633,0.34772672941840665,0.40830159632245816,0.4537951056174947,0.3869326336083109,0.45453641896783864,0.5340616673088736,0.5657017717601314,0.42048077083216295,0.5604557627945503,0.7277542617820862,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
486,0.9172972972972979,0.8351351351351354,0.9162162162162163,0.9716216216216215,0.49178024603946374,0.41715912367600516,0.4937823373542663,0.5636564373261572,0.6377219352160521,0.5516635068919796,0.6414343814032054,0.7121369149735207,0.6424034567643302,0.5813947942366927,0.646612044766268,0.7006207245795918,0.4099300217921858,0.3375789614369258,0.41051852868052097,0.48395896017005136,0.4456582836948887,0.37240374079540145,0.4472482078639092,0.5095494167731548,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10806852714441292,0.10666475254551311,0.10761612117061103,0.11046009581073722,0.11039552060775681,0.10666332864424086,0.10765388110610191,0.12767225796538087,0.11263214494717283,0.1066633283500984,0.10736549908984583,0.14969534679893862,0.08580513469750115,0.07831462670505403,0.08475938257055615,0.10061895072700243,0.09537203496221118,0.09027868625804415,0.0946556399817095,0.104761329678998,0.33813885741399424,0.27791444812874255,0.34161389437293344,0.3985837100061611,0.10480863780775052,0.10213609723333054,0.10464396422666111,0.10666332835009733,0.20928866722099287,0.20685416886655664,0.20959954880078682,0.2110128548811631,0.34721287580116766,0.292616995729438,0.3463425304270619,0.4047502025960775,0.4541854903883293,0.38254638696662197,0.45253493004459155,0.5290883679174239,0.5667847777524382,0.4270573235335143,0.560867194701533,0.724068355287454,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
487,0.9186486486486494,0.8351351351351354,0.9162162162162163,0.9972972972972972,0.49213039158165955,0.41687305441805966,0.4920498642992258,0.5631142221464339,0.6369017790636888,0.5481238538918065,0.6410323094922246,0.7085269581550526,0.6417681373400874,0.5813786800300813,0.642314931648605,0.700362970169606,0.4091072190695295,0.33378316555616455,0.40577667958953756,0.4907425780986232,0.4453919438272777,0.3691660126380726,0.44726108636059914,0.5130165606617162,0.054054054054056125,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10796646853491008,0.10666464773456479,0.1075461368329238,0.110182827690803,0.11073449879047022,0.1066633286225938,0.10761612117061109,0.12784764968379925,0.1128138188781312,0.1066633283500984,0.10731389725148055,0.1524352784347942,0.08587608465856833,0.07764243822592992,0.08490919379482342,0.10105885291217351,0.09537607829079699,0.08992668135190227,0.09476480835222528,0.10420332610868036,0.3381407693235289,0.2731025530568042,0.3426143452573279,0.3954995519358654,0.10492853826563811,0.10245550192036294,0.10479318218864629,0.10666332835009736,0.2093712856824986,0.20685416886655664,0.20959954880078682,0.2110128548811631,0.3470242609837023,0.2933485800970798,0.3473656599576041,0.4050392734364671,0.4538863741508851,0.3833113486095338,0.45404795289199035,0.5294163520230718,0.5680193776341365,0.4374276510016484,0.5605019494631932,0.7200606604556806,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
488,0.9172972972972979,0.8351351351351354,0.9162162162162163,0.9702702702702702,0.4920084225973154,0.414157866151668,0.4895381625047617,0.5649233310392227,0.6369921815535068,0.5572030945771147,0.6386808124070984,0.7177517210738545,0.6425946873071051,0.5833099124331822,0.6419204517381591,0.7045387153093812,0.4097011483921423,0.34089812465031544,0.4112503269966079,0.48988628632882253,0.445760353532786,0.37289101018800447,0.447659649971515,0.5170506066963202,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10787173513721773,0.10666455063695798,0.10748128379224586,0.10992566222604065,0.1116004639109236,0.10666332860254005,0.10758112900176747,0.13903584926888066,0.11239445584882209,0.1066633283500984,0.10726608259504117,0.14938020034265298,0.086108561857176,0.0776758421668457,0.08477843660236972,0.09990418188712784,0.0954750566690089,0.09014838883477626,0.09473306673744258,0.1042832934635466,0.3385708213453038,0.27323092408888977,0.34323112775179987,0.3971272220664157,0.10503879073916866,0.10276779822862357,0.10493133242966504,0.10666332835009738,0.20950727616235632,0.20685416886655664,0.20959954880078682,0.2110128548811631,0.3471907650721828,0.2919288814073129,0.34870754477597965,0.4073949265786666,0.4540557098340753,0.38147750970101274,0.4565637319558984,0.532297470897606,0.5662982863259184,0.4364098081070544,0.5537603223809568,0.7326915930156525,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
489,0.9167567567567574,0.8351351351351354,0.9162162162162163,0.9702702702702702,0.49152465068686274,0.42213287866033566,0.4887663484116621,0.5616544827325006,0.6372654920927281,0.5598885542094585,0.63727326213373,0.715603622778251,0.6423723449778698,0.5789942253410595,0.6413382466071837,0.701171195337522,0.4096292208063998,0.3470791909688453,0.4099465721687418,0.48458926988451867,0.4454542584422054,0.3751169352066503,0.4457707243329869,0.5133102838061918,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10778381291459117,0.10666446068504844,0.1074211871177369,0.10968716242665326,0.11126286561360653,0.10666332858396206,0.10751371031258489,0.13680993213031664,0.11259610704628274,0.1066633283500984,0.10726783756392733,0.14665291811916528,0.08606586720460467,0.07744848817154232,0.08486529876944332,0.10043752393437583,0.09541869918067247,0.08999106087671395,0.0947121666266158,0.10429932494956073,0.3392820391876996,0.2766317453088613,0.3442476245320957,0.39594499470462624,0.10514014049679077,0.1030567360530103,0.1050592417584302,0.10666332835009738,0.20965916093568024,0.20814562957412175,0.20959954880078682,0.2110128548811631,0.3476324176365301,0.2947358508605402,0.34993578588264657,0.40123003094391985,0.45458344285584146,0.3849606119866256,0.45744221104220073,0.5242856907396849,0.5654201520111283,0.42180657940763305,0.5503370041485918,0.7271045412641273,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
490,0.9170270270270272,0.8351351351351354,0.9162162162162163,0.9716216216216215,0.4908265276921336,0.42350228603962803,0.48819150123586036,0.5566214918995649,0.6380844872088953,0.5606190384602475,0.6358712362099248,0.7168948286088503,0.6428077670466104,0.5747216674939738,0.6447792999720008,0.7029851751341666,0.4103810620554729,0.3422250146319248,0.41199902782389547,0.48673658096025085,0.4455987287083784,0.37725297726729645,0.44524969406491444,0.5154535005341314,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10770222235492524,0.10666437735296581,0.10736549908984566,0.1094659911303196,0.11094680164038662,0.10666332856675127,0.10745123545499163,0.13472699966000395,0.11279013472144822,0.1066633283500984,0.10728998992326089,0.14680567202377212,0.08610590283947556,0.07733832760808043,0.08458405800983448,0.10038223879852977,0.09540747651934454,0.08975375365996606,0.09458036287704219,0.10445525180662066,0.3397310946633996,0.2805607351625458,0.343933170270528,0.3970475260231803,0.10523327447651734,0.10332408827047028,0.10517767437872888,0.10666332835009738,0.20967400331343303,0.20821360119030938,0.20959954880078682,0.2110128548811631,0.3482302580683692,0.2982959637313861,0.3506634130809999,0.40010294072925207,0.45532236113040353,0.3897890960080497,0.45821889076218525,0.5228686385976016,0.5649854457208564,0.40429746342472916,0.5558143465604581,0.7449154857472381,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
491,0.916756756756757,0.8351351351351354,0.9162162162162163,0.9702702702702702,0.49115190549389864,0.4240918428344768,0.4904067592040491,0.5658693402077062,0.6378276231081863,0.5654815469206709,0.6377865072474432,0.7126262782857156,0.6402060610131413,0.5680697575170303,0.6442999201386295,0.7044857478345202,0.4084313432314569,0.3416042496815037,0.4078940261152534,0.48885243692326613,0.4446924426714668,0.37673165017885224,0.44410926060132094,0.5113432460605342,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.1076265163513258,0.10666430015353962,0.10731389725148038,0.10926090447733398,0.11124229903132943,0.106663328550807,0.1073933431037914,0.1352175178657553,0.11296572332546803,0.1066633283500984,0.10728998992326066,0.14938020034265276,0.08614593420063574,0.07684419058651194,0.08497102499541709,0.10155307494951224,0.09539341406129694,0.08976660277109569,0.0947602933394151,0.10437005000895393,0.339908471304375,0.27947049196413865,0.34167009099201107,0.3982408128705891,0.10531882604334163,0.10357148952680972,0.10528733674870315,0.10666332835009738,0.20970190440268457,0.20821360119030938,0.20959954880078682,0.2110128548811631,0.3480399487625796,0.2912588960004545,0.3488348556849076,0.3995247215116085,0.45503483633043823,0.38056952508877295,0.4559174753787958,0.5222025488376886,0.5654547401906832,0.4006409417168332,0.5560992890524787,0.7286742372055196,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
492,0.9175675675675679,0.8351351351351354,0.9162162162162163,0.9702702702702702,0.49231307679083186,0.4207414054483921,0.48882554983695836,0.5688192554239606,0.6388595865719896,0.562318674480466,0.6369789943398836,0.7090931069771439,0.6404089003131856,0.5732217190596488,0.6416809230771217,0.7008334300802571,0.4092892643289061,0.3445906320449479,0.41044695450581403,0.48512522348565085,0.44570601480040506,0.37965836441528655,0.44605268844078627,0.5086794576235395,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10755627818778069,0.1066642286354513,0.10726608259504106,0.10907074575312292,0.1109276981486263,0.10666332853603618,0.10733969817066308,0.13323877296653472,0.11313077429024791,0.1066633283500984,0.10726608259504111,0.14665291811916506,0.08613751517630247,0.07702410177765306,0.08490623122895335,0.10104858291456392,0.09535418557953662,0.08948908089125447,0.09459370459992966,0.10407719133951913,0.33952588868134853,0.2809086630662155,0.342503427891641,0.3993838110987699,0.1053973793294376,0.10380044753555619,0.10538888204621089,0.10666332835009738,0.20970360148140027,0.20821360119030938,0.20959954880078682,0.2110128548811631,0.3472065633338262,0.289046889753442,0.3500839250653608,0.4022047895388508,0.45390878411527796,0.377651992137247,0.45752397187180216,0.5256230678417173,0.568908951741288,0.4117239486785415,0.5539946523750094,0.7228652119716547,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
493,0.9164864864864868,0.8351351351351354,0.9162162162162163,0.9702702702702702,0.4923644367227565,0.43271663309788166,0.49123416266952225,0.5683474744571713,0.6386841016532561,0.5622638287340156,0.6346843474649422,0.7053864416072886,0.6394878573965627,0.5747101658301295,0.6409241907071619,0.7006277285713176,0.408577813388701,0.3455274234450298,0.4073497426620056,0.4783348221686011,0.44534978914132217,0.38452455278935443,0.4457156909587784,0.5056504976568537,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10749111962779191,0.10666416238059576,0.10722177787637405,0.10889443958634447,0.11123337995949029,0.10666332852413583,0.10731389725148055,0.14154755749682701,0.11268916729729682,0.1066633283500984,0.10722177787637405,0.14394902990281627,0.0859823115539773,0.07734922891250971,0.08464964712743711,0.10057181957298741,0.0952485983181053,0.08980024780134295,0.09455452604462355,0.10392164933955525,0.3395300050293876,0.28349823228844506,0.34344954619639334,0.40030480796023293,0.10546947319784314,0.10401235338027141,0.10548291427452583,0.10666332835009738,0.20984384302639003,0.20821360119030938,0.20959954880078682,0.2110128548811631,0.347219154466913,0.28946484103825687,0.34837477289800245,0.39313680701193876,0.4538900034633474,0.378163918066525,0.4552019582010517,0.5137784696214306,0.570511598671663,0.41099756321656017,0.569511343192074,0.7252612538753931,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
494,0.9167567567567572,0.8351351351351354,0.9162162162162163,0.9702702702702702,0.4922296841934956,0.42864717035363514,0.4898355893181543,0.5677224152016704,0.6387205332201582,0.5576646856683982,0.6371113984013944,0.7062511959270598,0.6398480513628373,0.5693288913855938,0.6383402101070049,0.7049842672922265,0.408867061706934,0.342823540376765,0.40914815663155496,0.4763155958146828,0.4453621576782062,0.38420136396460686,0.44236176157542456,0.4999990502902257,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.1074306791034787,0.10666410100163691,0.10718072604722056,0.10873098648964763,0.11091938891490852,0.10666332851132786,0.10726608259504106,0.1391622425534066,0.11227560145089849,0.1066633283500984,0.10718072604722062,0.14141280238910642,0.08571357258300574,0.07735458759293094,0.08467620173104418,0.09872651828904268,0.09507015807134767,0.08967959610075185,0.09441386983955408,0.10279324828314035,0.3397746456291064,0.2856208875697693,0.3399382883142793,0.40086981602900046,0.10553560486580223,0.10420849091818013,0.10556999203934275,0.10666332835009738,0.20990087940261762,0.20821360119030938,0.20959954880078682,0.2110128548811631,0.3473687715771739,0.2899524244184372,0.3493101144642017,0.39615944123205415,0.45405497625476504,0.3787954258422733,0.4564664601567285,0.5177197883488441,0.5726367008529104,0.40786922476678494,0.575056389059141,0.7209788094078561,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
495,0.9164864864864869,0.8351351351351354,0.9162162162162163,0.9702702702702702,0.4922168831201313,0.4246401284474599,0.4914388795012591,0.5651302722632058,0.6393764821804641,0.5675841836927471,0.6426400871548824,0.7120438290021586,0.6396382807379064,0.5674565912393644,0.6393852333113952,0.7008999422422525,0.4090756098042027,0.3423034642623889,0.4059248705899077,0.4735610657772691,0.44538051247311855,0.38518078926469174,0.44188211495912394,0.506748882041902,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10737462000235949,0.10666404413974379,0.1071426887982233,0.10857945772934761,0.11062560461886173,0.10666332849946225,0.10722177787637394,0.13692838264798515,0.11188856792690091,0.10666332835009817,0.1071426887982233,0.13903584926888063,0.08548043171309709,0.07698801946527854,0.08438327459964623,0.0979769442140809,0.09491526740436428,0.08942279037253253,0.09434991230104045,0.10239335165192455,0.3398538709966987,0.2884936586354732,0.33892520404393545,0.4017635256398527,0.1055962332199951,0.10439004537206033,0.10565063202511549,0.10666332835009745,0.20998609467174828,0.20821360119030938,0.20959954880078682,0.2110128548811631,0.34742399775668736,0.29214129556908985,0.3482170848259485,0.39937827500626966,0.4540958068786889,0.38153176424717783,0.4549966036173324,0.5218188016321511,0.5734315857452721,0.41133636121211004,0.5690084219882507,0.7337006675276982,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
496,0.9159459459459464,0.8351351351351354,0.9162162162162163,0.9702702702702702,0.4909788369465736,0.42107279651019064,0.48921786335418227,0.5574588099080622,0.6389059421907619,0.5695080471425614,0.6402793432205318,0.7068897857765255,0.6402604660669372,0.5643097256103349,0.6421288920881998,0.7088415298898652,0.4091465608396917,0.3413199599448067,0.40822844529577046,0.47867928366596346,0.44488652422572694,0.3875947330095031,0.44338883560614667,0.5047268709617883,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10732262904876942,0.10666399146249302,0.10710744520502946,0.1084389905097649,0.11075638643183217,0.10666332848847015,0.10718072604722051,0.13903584926888066,0.1115266043601522,0.1066633283500984,0.10710744520502952,0.13680993213031664,0.08540579553153922,0.0777494978678316,0.0844936555999134,0.09837783885853386,0.09484765042930718,0.08991853591740954,0.09435468902508476,0.10251369717652999,0.34054940279636603,0.2903538271097495,0.3402935067895102,0.3967916539314203,0.10567539858657168,0.10455811118780838,0.10572531219613487,0.10666332835009745,0.2100530684869029,0.20953025142026296,0.20959954880078682,0.2110128548811631,0.34841225708570434,0.29801607656782025,0.34999116791207907,0.4021342078201128,0.45535984852904177,0.38920368997395943,0.45726558597081096,0.5254015313293692,0.5718538692904089,0.4226241586584829,0.5656733802641283,0.743233052399713,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
497,0.9162162162162167,0.8351351351351354,0.9162162162162163,0.9702702702702702,0.489608926327247,0.41702691163138383,0.4883958896602104,0.5564987443322967,0.6387172284094754,0.568820996795607,0.6388837814680537,0.7081956275432034,0.6412492783869697,0.5670778647939091,0.6434139944677908,0.7078042147053721,0.4096342846500199,0.34579636972629774,0.41126876066330653,0.4808094458857273,0.44460026670114894,0.38545254963600417,0.4445784957740314,0.5004493986039036,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10787443377044138,0.10666394266192472,0.10707479047048335,0.10870482352108657,0.11047467357992315,0.10666332847828697,0.1071426887982233,0.13680993213031664,0.11118829811020893,0.1066633283500984,0.10707479047048335,0.13472699966000418,0.08521580046260287,0.07739695965397356,0.0841433245247033,0.0981091210593652,0.09486240933813668,0.08973639589314268,0.09428972478901054,0.10263818548473361,0.34094879048544185,0.2905027498297754,0.34066258569170893,0.39833031087236487,0.10574864629390765,0.10471369922673894,0.1057944747454059,0.10666332835009738,0.2100786667509578,0.20959954880078682,0.20959954880078682,0.2110128548811631,0.34896913011109265,0.298609946863206,0.35053428274177906,0.4052547314784034,0.4564538567875321,0.3900652927376842,0.45803206752672687,0.529461682651961,0.5705158343684843,0.42817999565092857,0.5711286016049788,0.7231594225651171,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
498,0.9156756756756761,0.8351351351351354,0.9162162162162163,0.9716216216216215,0.48960293812701217,0.42747062033209715,0.48618319896226675,0.5605657869231437,0.6399615200286624,0.5654250731160477,0.6419907625418708,0.711259904024495,0.6421685257202779,0.5647537322104661,0.6444079858014576,0.7124737194556608,0.41093318534425066,0.3422937172888613,0.4080712882810572,0.4793562902785201,0.4453832719966931,0.38874178502257667,0.44392484418345113,0.5059362635165722,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10779096645326726,0.10666389745274187,0.10704453475633591,0.1085552022732368,0.11021115354863902,0.10666332846885317,0.10710744520502952,0.13472699966000418,0.11144464943987875,0.10666332835009829,0.10704453475633596,0.13483791895584057,0.08536372148359471,0.07743222892229698,0.08444342632196972,0.09701412142524557,0.09493234404709666,0.08966066027263128,0.09443425575505793,0.1026366712851859,0.34092755177583706,0.2861519526941285,0.3417154420356532,0.39882763435076063,0.10581642518625783,0.10485774335435502,0.10585852881227834,0.10666332835009745,0.21010420861349088,0.20959954880078682,0.20959954880078682,0.2110128548811631,0.3490411581389279,0.295623622918585,0.3522551072802327,0.3972093743418615,0.45650157864635427,0.386087262894431,0.46026243122055654,0.5189867537863229,0.5726539237786327,0.4366998809870779,0.5700903801009376,0.7302436212109238,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
499,0.9167567567567574,0.860810810810811,0.9162162162162163,0.9716216216216215,0.48842194267187655,0.4244450421928491,0.48811807801959983,0.5591014205725549,0.640288066994606,0.5620722933881895,0.6412275062495132,0.7111820687174044,0.6409740936935288,0.5622255557700464,0.6461864757340705,0.7075880874015318,0.4102296231478879,0.3474358079805034,0.407672156016629,0.4771358055836636,0.4443823813639053,0.39065869013284216,0.4442655469508485,0.5023147904154593,0.05405405405405611,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10771292710897307,0.10666385557064464,0.10701650209831443,0.10841650470815013,0.10996480499901035,0.1066633284601135,0.1070747904704834,0.13277921970142648,0.11111289599434242,0.1066633283500984,0.10701650209831443,0.13288300986850396,0.08507819415892152,0.07755241323022308,0.08419730148576932,0.0954989140510828,0.09474287270399488,0.0899932340612309,0.09411140529593093,0.10248991566023723,0.3411784525019223,0.28916190592769786,0.3408326767499473,0.40097120791602847,0.10587914910897496,0.10499110648087318,0.10591785298789677,0.10666332835009738,0.2101305040716837,0.20959954880078682,0.20959954880078682,0.2110128548811631,0.3500189442238523,0.2967205801752476,0.3508652399668528,0.39861369488235754,0.4577215937736371,0.3875346633842554,0.45838618008292104,0.5209947486715444,0.5723525616750447,0.4218191608338309,0.5710343616544133,0.7294467653411596,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
