k,d_norm_griebel_innovation_mean,d_norm_radial_mean,d_norm_x_mean,d_norm_y_mean,d_norm_comp_mean,d_norm_overall_mean,p_ok_griebel_innovation_mean,p_ok_radial_mean,p_ok_x_mean,p_ok_y_mean,p_ok_comp_mean,p_ok_overall_mean,u_griebel_innovation_mean,u_radial_mean,u_x_mean,u_y_mean,u_comp_mean,u_overall_mean,griebel_multinomial_dc_mean,griebel_multinomial_uncertainty_mean,griebel_multinomial_threshold_mean,dc_josang_history_mean,dc_norm_history_mean,nis_score_mean,nis_lower_band_mean,nis_upper_band_mean,rmse_mean
828,0.04514285714,0.1409928478,0.128385161,0.1370196666,0.2497190665,0.1948447192,0.9545945946,0.8204160026,0.8540582242,0.8462834637,0.7229028886,0.7720955932,0.05405405405,0.107755964,0.1076255359,0.1074422267,0.10904798,0.1082972386,0.08449518915,0.1066633283,0.2110128549,0.09607210971,0.1257060154,1.978453165,1.236433701,2.977568537,0.563718437
829,0.04628571429,0.1402125622,0.127831893,0.1357394343,0.2482307378,0.1936964654,0.9535135135,0.8211332523,0.8545436068,0.8474283133,0.7242126217,0.77311822,0.05405405405,0.1076805308,0.1075612482,0.1073861947,0.1090998625,0.1082939598,0.08505084771,0.1066633283,0.2110128549,0.09556429289,0.1250264823,1.97343188,1.236433701,2.977568537,0.5734710194
830,0.04428571429,0.1401027359,0.1264020935,0.1331729827,0.244763895,0.1919252977,0.9554054054,0.8210950589,0.8558138271,0.8497210353,0.7272511659,0.7746220513,0.05405405405,0.1082100217,0.1075008547,0.107334108,0.1092713262,0.1085762024,0.08464724671,0.1066633283,0.2110128549,0.09529953302,0.1247999302,1.960138127,1.236433701,2.977568537,0.5564014283
831,0.04457142857,0.1391104903,0.12561963,0.1324808313,0.2435498075,0.1908843075,0.9551351351,0.821992537,0.8565047309,0.8503374747,0.7283211117,0.7755556346,0.05405405405,0.1081053354,0.1074441712,0.1072857009,0.1093082962,0.1085532571,0.08404973622,0.1066633283,0.2110128549,0.09468170912,0.1239547953,1.95668717,1.236433701,2.977568537,0.5630848474
832,0.04257142857,0.1371047089,0.1253912558,0.1313379116,0.2423360627,0.1892889621,0.957027027,0.8238026161,0.8566958945,0.8513579177,0.7293839835,0.7769784651,0.05405405405,0.1080071744,0.1073910153,0.1072407234,0.1093379614,0.1085323818,0.08348600628,0.1066633283,0.2110128549,0.09335509574,0.1221937967,1.962408572,1.236433701,2.977568537,0.5529794967
833,0.04257142857,0.1366895549,0.126439209,0.1319009818,0.2436023053,0.1894313819,0.957027027,0.8242056425,0.8557720352,0.8508093568,0.7281834554,0.7768058584,0.05405405405,0.1079152039,0.1079347354,0.1077482248,0.1097862747,0.1086962734,0.08373407894,0.1066633283,0.2110128549,0.09309141577,0.1218367555,1.953398428,1.236433701,2.977568537,0.5740165728
834,0.04257142857,0.1382259107,0.1283626407,0.1307080976,0.2442788818,0.190575867,0.957027027,0.8227523754,0.8540596618,0.8518805884,0.7276089248,0.7757654517,0.05405405405,0.1084291304,0.1078498192,0.1076743557,0.1096714128,0.1088627912,0.08323596185,0.1066633283,0.2110128549,0.0938816609,0.1230330594,1.959735439,1.236433701,2.977568537,0.5609021234
835,0.04228571429,0.1384176836,0.1296586327,0.1301969729,0.2448905595,0.1908974102,0.9572972973,0.8225976146,0.8528972115,0.852330899,0.7270533639,0.7754724852,0.05405405405,0.1083098097,0.1077700443,0.1082051987,0.1098355966,0.1088962758,0.08381630406,0.1066633283,0.2110128549,0.09407615444,0.1232474805,1.973660787,1.236433701,2.977568537,0.5615652675
836,0.04285714286,0.1381412411,0.1332492374,0.1294483722,0.2472819974,0.191824274,0.9567567568,0.8228574331,0.8497226148,0.8529837231,0.7249296511,0.7746437475,0.05405405405,0.1081979014,0.1082952008,0.1081016739,0.1098867664,0.1088778652,0.08334743353,0.1066633283,0.2110128549,0.09395050065,0.1230436162,1.961166169,1.236433701,2.977568537,0.5729992786
837,0.04314285714,0.1367884604,0.1329945426,0.1274490972,0.2453923175,0.190226105,0.9564864865,0.8240886123,0.8499578133,0.854767832,0.7266031795,0.7760755383,0.05405405405,0.1080930285,0.1081862218,0.1080045045,0.1099068611,0.108853281,0.08342915385,0.1066633284,0.2110128549,0.09306885608,0.1218648734,1.962755242,1.236433701,2.977568537,0.5705273125
838,0.044,0.1361092241,0.1318697345,0.1284346086,0.245353374,0.1898085513,0.9556756757,0.824712739,0.8509496277,0.8537977453,0.7265770634,0.7764246317,0.05405405405,0.1079948222,0.1080838383,0.1084786567,0.1101130386,0.1088982475,0.08371501418,0.1066633284,0.2110128549,0.09265125185,0.1212898499,1.969819494,1.236433701,2.977568537,0.5478907937
839,0.04342857143,0.1352451345,0.1319710535,0.1278403277,0.2449815474,0.1892545621,0.9562162162,0.8254940555,0.8508478015,0.8543474222,0.7269238427,0.7769354326,0.05405405405,0.1079029238,0.1079877388,0.1083570373,0.1100309569,0.1088262667,0.08334838823,0.1066633284,0.2110128549,0.09211457139,0.1205544826,1.957320026,1.236433701,2.977568537,0.5533927976
840,0.04171428571,0.1352434243,0.1323276317,0.1283933574,0.245705968,0.1897011301,0.9578378378,0.8255123472,0.8505323132,0.8538719559,0.7263001189,0.7765612362,0.05405405405,0.1078169854,0.1078976151,0.108242837,0.1098787913,0.1087205259,0.08347034024,0.1066633284,0.2110128549,0.09215242074,0.1205791601,1.948062717,1.236433701,2.977568537,0.5547909904
841,0.04314285714,0.1334770089,0.1316309861,0.1294665626,0.2460866271,0.1890661882,0.9564864865,0.8271160165,0.8511365001,0.8529126779,0.7259730094,0.7771503979,0.05405405405,0.1077366706,0.1078131641,0.108135696,0.109763491,0.1086318492,0.08287730173,0.1066633284,0.2110128549,0.09096570575,0.1190156482,1.960753696,1.236433701,2.977568537,0.5701133089
842,0.04342857143,0.1328682505,0.1303105538,0.1301824401,0.2456252602,0.1885538192,0.9562162162,0.8276764899,0.8523134334,0.8522714511,0.7263953493,0.7776218205,0.05405405405,0.1076616557,0.107734089,0.1080352602,0.1096987946,0.1085727241,0.08238724112,0.1066633284,0.2110128549,0.0905804368,0.1184926823,1.961580051,1.236433701,2.977568537,0.5621781708
843,0.04314285714,0.1326505461,0.128632626,0.1295882392,0.2436110469,0.1874365334,0.9564864865,0.8278988927,0.8538222599,0.8528064935,0.7281593629,0.7786144368,0.05405405405,0.1075916295,0.1076601005,0.1079411825,0.1097480926,0.1085689488,0.08242886129,0.1066633284,0.2110128549,0.0904419781,0.1183052925,1.967791638,1.236433701,2.977568537,0.5834707292
844,0.04314285714,0.133830334,0.131683801,0.1296380883,0.2461349224,0.1891365547,0.9564864865,0.8268719096,0.8511397035,0.8527776936,0.7259601558,0.7771176748,0.05405405405,0.1075262943,0.1081909515,0.1078531246,0.1097515764,0.1085396721,0.08334651011,0.1066633284,0.2110128549,0.09125737529,0.1193649432,1.963765653,1.236433701,2.977568537,0.5698651197
845,0.04257142857,0.1349731416,0.1317868149,0.1291409185,0.2457441858,0.1895905968,0.957027027,0.8258665905,0.8510302552,0.8532361322,0.7263016211,0.7767225226,0.05405405405,0.1074653654,0.1080875439,0.1077707577,0.1096846253,0.1084831351,0.08465083216,0.1066633284,0.2110128549,0.09206138389,0.1204007268,1.965461558,1.236433701,2.977568537,0.5802123401
846,0.04314285714,0.1336955981,0.1320908143,0.1300705508,0.2468573006,0.1895753786,0.9564864865,0.8270124988,0.8507588086,0.8524175089,0.7253394755,0.7767592664,0.05405405405,0.1074085714,0.107990584,0.1076937637,0.1095396987,0.1083901918,0.0845307817,0.1066633284,0.2110128549,0.09122329365,0.1192832155,1.958260613,1.236433701,2.977568537,0.5674190592
847,0.04257142857,0.13329611,0.1334424982,0.1307340068,0.2486845307,0.1903336733,0.957027027,0.8273771231,0.8495429933,0.851834585,0.7237574003,0.7761129769,0.05405405405,0.1073556543,0.1078997406,0.1076218357,0.1093515995,0.1082786707,0.08406090307,0.1066633284,0.2110128549,0.09097821302,0.1189450498,1.94703655,1.236433701,2.977568537,0.5737493707
848,0.04142857143,0.1357586735,0.1328871726,0.1329878367,0.2499947627,0.1918895668,0.9581081081,0.8249589345,0.8500464353,0.8499060394,0.7225690683,0.7745964998,0.05405405405,0.1084137543,0.1078146904,0.1081547119,0.1095053405,0.1087599765,0.08377145276,0.1066633284,0.2110128549,0.0922038176,0.1208341884,1.932508249,1.236433701,2.977568537,0.5882776406
849,0.04228571429,0.1341822608,0.131694516,0.1330024717,0.2489950517,0.1906459399,0.9572972973,0.8263951377,0.8511196073,0.8498984563,0.7234563193,0.7757176833,0.05405405405,0.1082970423,0.1077351191,0.1080532829,0.1094723633,0.1087128854,0.08352080141,0.1066633284,0.2110128549,0.09116962346,0.1194563412,1.944054284,1.236433701,2.977568537,0.5750781158
850,0.04228571429,0.1349675809,0.1313189497,0.1333729743,0.2490523852,0.1911690988,0.9572972973,0.8257103991,0.8514487252,0.8495729168,0.723413709,0.7752692421,0.05405405405,0.1081873846,0.1076607225,0.1079582454,0.1093899398,0.1086381158,0.08323638978,0.1066633284,0.2110128549,0.09176260083,0.1201959086,1.94269802,1.236433701,2.977568537,0.589180709
851,0.04342857143,0.134455837,0.1314589287,0.132857761,0.2487711011,0.1908235314,0.9562162162,0.8261863289,0.8513263381,0.8500138315,0.7236619782,0.7755854132,0.05405405405,0.1080844463,0.1075912066,0.1078692614,0.1093366559,0.1085812986,0.08247242805,0.1066633284,0.2110128549,0.09146063652,0.119771448,1.938765024,1.236433701,2.977568537,0.5862276262
852,0.04285714286,0.134370381,0.1311863484,0.135007921,0.2503524577,0.1915049372,0.9567567568,0.8262702662,0.8515707377,0.848082817,0.7222487448,0.7749738396,0.05405405405,0.107987897,0.1075262887,0.1083538238,0.1094389617,0.1085875727,0.08261123972,0.1066633284,0.2110128549,0.09146225445,0.1197357853,1.928781183,1.236433701,2.977568537,0.5884066163
853,0.042,0.1365491707,0.1308729964,0.1339996333,0.249437588,0.1920134737,0.9575675676,0.8242250413,0.8518472202,0.848967255,0.7230809806,0.7744742158,0.05405405405,0.1084974456,0.1074656976,0.1082395672,0.1094307441,0.1087894593,0.08280831083,0.1066633284,0.2110128549,0.09272170915,0.1215262359,1.931204141,1.236433701,2.977568537,0.5939597531
854,0.04257142857,0.1361402561,0.1319567981,0.1358380727,0.2520216325,0.1930112225,0.957027027,0.8246243763,0.8508796106,0.8473642151,0.7207846224,0.7735933977,0.05405405405,0.1083739485,0.1074091735,0.1087324476,0.109512097,0.1087794452,0.08258736146,0.1066633284,0.2110128549,0.09248232721,0.1211886494,1.925459907,1.236433701,2.977568537,0.6001721956
855,0.04457142857,0.136780462,0.1320653909,0.1354144545,0.251752635,0.1933392511,0.9551351351,0.8240651286,0.8507824117,0.8477423352,0.721030889,0.7733224934,0.05405405405,0.1082580644,0.1073564686,0.1085932758,0.1094300379,0.1086970617,0.08416622448,0.107224602,0.2114157181,0.09298687493,0.1218058392,1.932783159,1.236433701,2.977568537,0.5889306395
856,0.04457142857,0.1361310221,0.1320343664,0.1339951544,0.2506626631,0.1925596913,0.9551351351,0.8246606755,0.8508039862,0.84897971,0.7219937349,0.7740289127,0.05405405405,0.108149414,0.1073073468,0.1084626652,0.1094276875,0.1086541011,0.08398409812,0.1071876042,0.2113924804,0.09260007082,0.1212646174,1.937379546,1.236433701,2.977568537,0.556928697
857,0.04571428571,0.1361438807,0.1301977922,0.1319673512,0.247346786,0.1909114044,0.9540540541,0.8246665224,0.8524385359,0.8507801334,0.7249113785,0.7754876843,0.05405405405,0.1080476253,0.1072615834,0.1083401914,0.1095591611,0.1086811813,0.08454037908,0.1071522506,0.2113698309,0.09265844437,0.1213096649,1.939086112,1.236433701,2.977568537,0.5567079822
858,0.04485714286,0.1359398193,0.1317895834,0.1302638311,0.2471819265,0.1907586592,0.9548648649,0.8248679184,0.8510108464,0.8523079859,0.7250732409,0.7756397627,0.05405405405,0.1079523351,0.1072189656,0.1082254377,0.1094793595,0.1086127332,0.08415939154,0.1071184342,0.2113477482,0.09256127961,0.121155914,1.950135012,1.236433701,2.977568537,0.5216603854
859,0.04571428571,0.1375395796,0.1301723904,0.1295210633,0.245182894,0.1907045744,0.9540540541,0.8233092916,0.8524506156,0.8529730303,0.726833701,0.7756468449,0.05405405405,0.1083633399,0.1071792916,0.1081179975,0.1095334851,0.1087819719,0.08437448279,0.1070860568,0.2113262117,0.09354385381,0.1225090384,1.944973805,1.236433701,2.977568537,0.5084123596
860,0.046,0.1350218804,0.1286366725,0.128453952,0.2428611574,0.1882766047,0.9537837838,0.8255822722,0.8538180248,0.8539225941,0.7288676807,0.7778026306,0.05405405405,0.1082484414,0.1071423705,0.1080174749,0.1096083781,0.1087810967,0.08370014976,0.1070550284,0.2113052018,0.09187108307,0.1202935071,1.940938577,1.236433701,2.977568537,0.5214522569
861,0.04457142857,0.135159932,0.1282739459,0.1285046859,0.242570075,0.1882836269,0.9551351351,0.8254769298,0.8541400421,0.8538645021,0.7291311717,0.7778133811,0.05405405405,0.1081406815,0.1071080224,0.1079234865,0.1095626025,0.1087140346,0.08294901238,0.1070252665,0.2112846994,0.09201867964,0.1204527294,1.939012922,1.236433701,2.977568537,0.5370266519
862,0.04428571429,0.134926768,0.1285336414,0.1273212584,0.2418604998,0.187822829,0.9554054054,0.8257003174,0.8539064589,0.8549267754,0.7297691349,0.7782320349,0.05405405405,0.1080396973,0.1070760774,0.107835662,0.1095533357,0.1086758881,0.08270510979,0.1069966951,0.2112646861,0.09191174102,0.1202798339,1.930757228,1.236433701,2.977568537,0.5674374338
863,0.04314285714,0.135571155,0.1279689226,0.1274233835,0.2414146129,0.1879198496,0.9564864865,0.8251489875,0.8544153173,0.8548314525,0.7301729389,0.7781547825,0.05405405405,0.107945134,0.1070463755,0.1077536446,0.1095183034,0.108627099,0.08332621295,0.1069692441,0.2112451445,0.09238677474,0.1208784455,1.92909085,1.236433701,2.977568537,0.5541154538
864,0.04457142857,0.1359715741,0.1285786889,0.1280049546,0.2424558164,0.1886828765,0.9551351351,0.8248160633,0.853868255,0.8543178547,0.7292720186,0.7775005936,0.05405405405,0.1078566461,0.1070187663,0.1076770924,0.1093970465,0.1085340558,0.08389711637,0.1069428489,0.2112260579,0.09268958596,0.1212556137,1.945600884,1.236433701,2.977568537,0.5288770688
865,0.04514285714,0.1388485489,0.126857131,0.1271684012,0.2402217393,0.1888671561,0.9545945946,0.8221777433,0.8554067772,0.8550653201,0.731232649,0.7772787764,0.05405405405,0.1083739318,0.1069931086,0.1076056775,0.1094926879,0.1087787422,0.08441443505,0.1069174498,0.21120741,0.09437570501,0.1236352908,1.942247692,1.236433701,2.977568537,0.5508742874
866,0.04542857143,0.1392785356,0.126196612,0.1288143485,0.2410715614,0.1895494951,0.9543243243,0.8218341469,0.8559980874,0.8535974002,0.7304994024,0.7767014634,0.05405405405,0.108257841,0.1069692698,0.1075390872,0.1093860276,0.1086823479,0.08541160504,0.1068929914,0.2111891855,0.09469525609,0.1240369326,1.946237487,1.236433701,2.977568537,0.5824767098
867,0.046,0.1396075747,0.1271542035,0.1300538903,0.2430944623,0.1907784369,0.9537837838,0.8215753811,0.8551450686,0.8524919295,0.728742956,0.775647774,0.05405405405,0.1081490291,0.1069471256,0.1074770234,0.1092226069,0.1085582479,0.08456564846,0.1068694223,0.2111713696,0.09494843662,0.1243501043,1.924949434,1.236433701,2.977568537,0.5991182599
868,0.04571428571,0.1401633459,0.1274591999,0.1316983313,0.2446609288,0.1917751541,0.9540540541,0.8210924238,0.8548718592,0.8510368828,0.7273295913,0.7747501045,0.05405405405,0.1080471167,0.1069265593,0.1080192359,0.1093793901,0.1085869981,0.08429072297,0.1068466951,0.2111539481,0.09538396998,0.1248840178,1.922158765,1.236433701,2.977568537,0.583891996
869,0.04657142857,0.1442176255,0.1275516632,0.133305887,0.2459429686,0.1941735895,0.9532432432,0.8173696665,0.8547894136,0.8495826895,0.7261780663,0.7725397545,0.05405405405,0.109151801,0.1069074622,0.1084759128,0.1094848952,0.1090452398,0.08460580505,0.1068247652,0.2111369077,0.09748908329,0.128054433,1.919430729,1.236433701,2.977568537,0.5735536678
870,0.04771428571,0.1444181492,0.1288482196,0.1317588224,0.2457868405,0.1942554237,0.9521621622,0.8172247483,0.8536310725,0.8509420822,0.7263168965,0.7724845107,0.05405405405,0.1089850704,0.1068897321,0.1083541369,0.109429117,0.10896306,0.08460852956,0.1068035916,0.2111202352,0.09769750808,0.1282827165,1.918803444,1.236433701,2.977568537,0.5583645118
871,0.04742857143,0.1446109921,0.1278623627,0.1343761655,0.2470730065,0.1949560748,0.9524324324,0.8170753019,0.8545135828,0.8485861138,0.7251527512,0.771858527,0.05405405405,0.1088285136,0.1068732738,0.1088398753,0.109562095,0.1089633049,0.0853656534,0.1067831357,0.2111039184,0.09791030937,0.1285104413,1.93037305,1.236433701,2.977568537,0.5700579267
872,0.04828571429,0.1451065794,0.1261890422,0.1341064554,0.2454823741,0.1944376176,0.9516216216,0.8166576197,0.8560093064,0.8488318419,0.7265556353,0.7723253343,0.05405405405,0.1086816367,0.1068579982,0.1086939302,0.1095955355,0.1089308269,0.08528117401,0.1067633617,0.2110879453,0.0983200325,0.129001562,1.923597953,1.236433701,2.977568537,0.5770115983
873,0.04828571429,0.1456485657,0.1266880475,0.1338472596,0.2456715346,0.1949653216,0.9516216216,0.8161673668,0.855564063,0.8490652639,0.7263993119,0.7718731612,0.05405405405,0.1085439538,0.1068438224,0.1085569054,0.1095053409,0.1088370546,0.08494037023,0.1067442361,0.2110879453,0.09880160113,0.1295606563,1.908149932,1.236433701,2.977568537,0.5859095772
874,0.048,0.1440205423,0.1272063661,0.1319023267,0.2443399084,0.1935833736,0.9518918919,0.8176387378,0.8551015719,0.8507842717,0.7275554693,0.7731082698,0.05405405405,0.1084149886,0.1068306687,0.108428366,0.1095173984,0.1087900289,0.08404908492,0.1067257273,0.2110569854,0.09775802109,0.1281537679,1.923445365,1.236433701,2.977568537,0.5729307186
875,0.04828571429,0.143150959,0.1277687138,0.1316829058,0.2446477472,0.1933946443,0.9516216216,0.8184208198,0.8545987369,0.8509763313,0.7272954919,0.7732954693,0.05405405405,0.1082942768,0.1068184649,0.108307884,0.1094322668,0.1087048035,0.0843256543,0.1067078062,0.2110419773,0.09724490227,0.1274320418,1.917155625,1.236433701,2.977568537,0.5777103289
876,0.048,0.142529021,0.1282373379,0.133450368,0.2465188798,0.1938996096,0.9518918919,0.8189888265,0.8541822857,0.8494079549,0.7256273877,0.772840304,0.05405405405,0.1081813676,0.1068071436,0.1087950738,0.1095569202,0.1087141689,0.0836029582,0.1066904451,0.2110272703,0.09688497137,0.1269204897,1.906506599,1.236433701,2.977568537,0.6065965714
877,0.04857142857,0.1427280724,0.1273872615,0.1337414486,0.2460745384,0.1938442614,0.9513513514,0.8188251808,0.8549436234,0.849158213,0.7260246135,0.7729012867,0.05405405405,0.1080758244,0.106796642,0.1086507013,0.1095133455,0.108655025,0.08365500967,0.1066736181,0.2110128549,0.09707859122,0.127136907,1.910540835,1.236433701,2.977568537,0.6088709463
878,0.04828571429,0.1415187421,0.1284609636,0.132811955,0.246201357,0.1933401764,0.9516216216,0.8199177876,0.853985445,0.8499968459,0.72592507,0.7733658881,0.05405405405,0.1079772263,0.1067869017,0.1085153375,0.1094345698,0.1085810089,0.08350743259,0.1066573011,0.2109987218,0.09630666104,0.1260935993,1.909545422,1.236433701,2.977568537,0.5781151528
879,0.04885714286,0.1400721604,0.1287747765,0.1333298109,0.2469144646,0.1930329462,0.9510810811,0.821224608,0.8537064798,0.8495460071,0.7253114394,0.7736622487,0.05405405405,0.1078851685,0.1067778683,0.1083885192,0.1093144455,0.1084893992,0.08228782764,0.1066414712,0.2109848623,0.09536420817,0.1248328077,1.917860319,1.236433701,2.977568537,0.5647475508
880,0.04857142857,0.1397386228,0.1312549538,0.1350121449,0.2506139557,0.1944519015,0.9513513514,0.8215380939,0.8515348714,0.8480404093,0.7219820712,0.7723667637,0.05405405405,0.1077992629,0.1073695245,0.1088692634,0.1096735654,0.108606216,0.08276376751,0.1066261068,0.210971268,0.09517708037,0.1245622746,1.916655588,1.236433701,2.977568537,0.5607490277
881,0.04942857143,0.1391259862,0.133798641,0.1338331755,0.2518535525,0.1946555388,0.9505405405,0.8221059399,0.8492901209,0.8490853465,0.7208638798,0.7721792396,0.05405405405,0.1077191383,0.1079230302,0.1087194742,0.1098237827,0.1086373977,0.08241521167,0.1066111878,0.210971268,0.09478713933,0.1240344909,1.924099255,1.236433701,2.977568537,0.5427062857
882,0.05,0.1403900995,0.1368418269,0.1338049203,0.2544232363,0.1964142386,0.95,0.8208956863,0.8465632122,0.8490966682,0.7185815308,0.7705714343,0.05405405405,0.1082444738,0.1084405161,0.1085790846,0.1098364142,0.1088300467,0.08130564541,0.1065966951,0.2109448428,0.09538325614,0.1249820768,1.934745029,1.236433701,2.977568537,0.5862540381
883,0.05142857143,0.1431057819,0.1385100266,0.1349579482,0.2567118838,0.1986522379,0.9486486486,0.8183902328,0.8450767506,0.8481204178,0.7165074224,0.768506139,0.05405405405,0.1087361392,0.1089240361,0.1090459924,0.1101622406,0.1091563872,0.08241370407,0.1065826106,0.2109448428,0.09699451397,0.1272416976,1.946218249,1.236433701,2.977568537,0.5390591135
884,0.04971428571,0.1423847768,0.1373105554,0.1337382839,0.2546715902,0.1973819798,0.9502702703,0.8190535623,0.8461404638,0.8492086077,0.7183034577,0.7696470755,0.05405405405,0.1085959555,0.108775531,0.1088843046,0.110146876,0.1091042429,0.082748443,0.1065689173,0.2109193853,0.09657577996,0.12664846,1.940766924,1.236433701,2.977568537,0.5069774524
885,0.04914285714,0.1440732251,0.1384680707,0.1333230686,0.255314817,0.1987091793,0.9508108108,0.8175589821,0.8451085322,0.8495593882,0.7177660028,0.7684986971,0.05405405405,0.1084645065,0.1086356864,0.1087327502,0.1099492901,0.1089685771,0.08248521463,0.1065555992,0.2109070017,0.09780730351,0.1282087647,1.938359867,1.236433701,2.977568537,0.5120967644
886,0.04942857143,0.1448088079,0.1394369094,0.1344503455,0.2570917141,0.2000213442,0.9505405405,0.8167830328,0.8442211052,0.8485616417,0.7162288145,0.7673078569,0.05405405405,0.1089413755,0.1085041377,0.108590802,0.1096840496,0.1090356893,0.08139891814,0.106542641,0.2108948393,0.09813349945,0.1287462795,1.934937133,1.236433701,2.977568537,0.4969036043
887,0.04971428571,0.1437122886,0.14086795,0.1342327598,0.2582115585,0.200127852,0.9502702703,0.8177926465,0.8429544615,0.8487569693,0.7152743106,0.7672542692,0.05405405405,0.1087872975,0.1083805171,0.1084579463,0.1094763766,0.1088863068,0.08171845497,0.1065300284,0.2108828917,0.09745244462,0.1278137048,1.928006835,1.236433701,2.977568537,0.517528961
888,0.05028571429,0.1445654399,0.1412223619,0.1332265436,0.2577541482,0.2004574859,0.9497297297,0.8170412096,0.8426243403,0.8496457352,0.7156956472,0.7669810002,0.05405405405,0.1086428141,0.1082644567,0.1083336845,0.1093920861,0.1087980638,0.08206067891,0.1065177477,0.2108711529,0.09812691183,0.1286373834,1.924723031,1.236433701,2.977568537,0.5239296912
889,0.05028571429,0.1447852404,0.143057361,0.1337986208,0.2598793895,0.2014950301,0.9497297297,0.8168852227,0.8410007581,0.8491281583,0.7138061666,0.7660608985,0.05405405405,0.1085074332,0.1087556247,0.1082175346,0.1094569673,0.1087767203,0.08224108362,0.106505786,0.210859617,0.09831735681,0.1288610607,1.92627921,1.236433701,2.977568537,0.5348121695
890,0.04885714286,0.146905241,0.1420954611,0.1340913372,0.2593057123,0.2021743049,0.9510810811,0.8148938865,0.8418452536,0.8487706796,0.7142586374,0.7653784036,0.05405405405,0.108980708,0.108614834,0.1086654417,0.1096355363,0.1090430762,0.08385399685,0.107224602,0.2114157181,0.09956150188,0.1306157595,1.92525136,1.236433701,2.977568537,0.5674252093
891,0.05085714286,0.1462042101,0.1415658633,0.1347628086,0.2594484388,0.2020912726,0.9491891892,0.815516125,0.8423101234,0.8481840751,0.7141625745,0.7654826679,0.05405405405,0.1088233451,0.1084826982,0.1085285619,0.1094868884,0.1089188261,0.08445273563,0.1071876042,0.2113924804,0.09920447489,0.1300722025,1.929131994,1.236433701,2.977568537,0.5698376971
892,0.04914285714,0.1462994703,0.1417159706,0.1335392288,0.2585861044,0.2018008921,0.9508108108,0.8152712412,0.8421717567,0.8492808203,0.7149397578,0.7656903617,0.05405405405,0.1092758935,0.1083587917,0.1084003989,0.1094211255,0.1090733361,0.08439433916,0.1071522506,0.2113698309,0.09917094167,0.1300908121,1.920082257,1.236433701,2.977568537,0.5706065573
893,0.05028571429,0.1456460426,0.1424047508,0.1331634666,0.2587580289,0.2016150185,0.9497297297,0.8158995715,0.8415534655,0.8496349306,0.7148080923,0.7658857664,0.05405405405,0.1090990103,0.1082426959,0.1082804799,0.1092808036,0.1089490692,0.08410384694,0.1071184342,0.2113477482,0.09878844369,0.1295509234,1.907703065,1.236433701,2.977568537,0.5591821888
894,0.05085714286,0.1465118591,0.141278415,0.1329943143,0.2576219812,0.2015013756,0.9491891892,0.8151735991,0.8425485073,0.8498003394,0.7158093477,0.7659983743,0.05405405405,0.1089331604,0.108134001,0.1081683475,0.1092437822,0.108875981,0.08490909586,0.1070860568,0.2113262117,0.09943286551,0.1303598207,1.917357474,1.236433701,2.977568537,0.5478061106
895,0.05,0.1477395249,0.1396169968,0.1332899754,0.2564045262,0.2015571245,0.95,0.8141293695,0.8440249244,0.8495463728,0.7168947181,0.765972588,0.05405405405,0.1087777765,0.1080323077,0.1080635598,0.1092112058,0.1088015526,0.0854464458,0.1070550284,0.2113052018,0.1003096202,0.1314817423,1.917315333,1.236433701,2.977568537,0.5576622811
896,0.05085714286,0.148244774,0.1389962749,0.1321229424,0.2548374353,0.2010603854,0.9491891892,0.8137125381,0.8445668349,0.8505870715,0.7182776571,0.7664226544,0.05405405405,0.1086323048,0.1079372286,0.1079656923,0.1092066187,0.1087479137,0.08505012113,0.1070252665,0.2112846994,0.1007118314,0.1319713094,1.921581946,1.236433701,2.977568537,0.5898340966
897,0.05057142857,0.1480219142,0.136736097,0.1322932247,0.2530278412,0.200002261,0.9494594595,0.8139583041,0.8465710589,0.8504429841,0.7198836742,0.7673755258,0.05405405405,0.1084962073,0.1078483892,0.1078743374,0.1092292879,0.1087130452,0.08466207368,0.1069966951,0.2112646861,0.1005908768,0.1317935922,1.936076665,1.236433701,2.977568537,0.5959563798
898,0.05171428571,0.1469607474,0.1362639905,0.1322771384,0.2525998889,0.1991095201,0.9483783784,0.8148278817,0.8469837923,0.8504662882,0.7202842757,0.7681330216,0.05405405405,0.1089689962,0.1077654289,0.1077891049,0.1091646179,0.1088753775,0.08357107037,0.1069692441,0.2112451445,0.09963165195,0.1306876201,1.942298884,1.236433701,2.977568537,0.5607967483
899,0.05028571429,0.1466539714,0.1368249671,0.1314766429,0.2524652914,0.198933067,0.9497297297,0.8151221232,0.8464724771,0.8511868394,0.7204177955,0.7683098633,0.05405405405,0.1088113421,0.1076880011,0.1077096226,0.1091022779,0.1087846509,0.08338597679,0.1069428489,0.2112260579,0.09950829758,0.1304722058,1.926345534,1.236433701,2.977568537,0.5647528597
900,0.05028571429,0.1467806289,0.1362095364,0.1313037184,0.2517802463,0.1986432901,0.9497297297,0.815053773,0.8470200086,0.8513477803,0.7210271838,0.7685830841,0.05405405405,0.1086637285,0.1076157741,0.1076355358,0.1090720912,0.1087175665,0.08308381797,0.1069174498,0.21120741,0.09963752017,0.1306143627,1.928466128,1.236433701,2.977568537,0.5511213611
