k,d_norm_griebel_innovation_mean,d_norm_radial_mean,d_norm_x_mean,d_norm_y_mean,d_norm_comp_mean,d_norm_overall_mean,p_ok_griebel_innovation_mean,p_ok_radial_mean,p_ok_x_mean,p_ok_y_mean,p_ok_comp_mean,p_ok_overall_mean,u_griebel_innovation_mean,u_radial_mean,u_x_mean,u_y_mean,u_comp_mean,u_overall_mean,griebel_multinomial_dc_mean,griebel_multinomial_uncertainty_mean,griebel_multinomial_threshold_mean,dc_josang_history_mean,dc_norm_history_mean,nis_score_mean,nis_lower_band_mean,nis_upper_band_mean,rmse_mean
1334,0.04542857143,0.138228348,0.1340549362,0.1360834188,0.2539766834,0.195676653,0.9543243243,0.8228280157,0.8490113724,0.8470556424,0.7190484674,0.7713068117,0.05405405405,0.1077774202,0.1072364567,0.1085161008,0.1091874195,0.1083770899,0.07988524688,0.1066423599,0.2109987218,0.09425048708,0.1232832742,1.987842542,1.236433701,2.977568537,0.5227083868
1335,0.04457142857,0.1390451443,0.1334970431,0.1386758909,0.2557524651,0.1967192076,0.9551351351,0.8220138758,0.8495023928,0.8447225674,0.7174540891,0.7703144412,0.05405405405,0.1082524873,0.1071966245,0.1089887549,0.1093090121,0.1086096266,0.07909180084,0.1066439095,0.2109987218,0.09458329604,0.1238598805,1.990653573,1.236433701,2.977568537,0.5226684577
1336,0.04485714286,0.1389024384,0.1332070748,0.1375348215,0.2544815991,0.196160688,0.9548648649,0.8221495446,0.8497555672,0.8457432263,0.7185730987,0.7708219469,0.05405405405,0.1081444322,0.1071594126,0.1088308184,0.1092896374,0.1085615329,0.07904167531,0.1066453442,0.2109987218,0.09455343761,0.1237782393,1.989111761,1.236433701,2.977568537,0.5124334384
1337,0.04485714286,0.1382570905,0.1352639945,0.1375771432,0.2562234343,0.196597544,0.9548648649,0.8227572993,0.8479051837,0.8457064608,0.7170138611,0.7704329419,0.05405405405,0.1080431809,0.1077247015,0.1086828026,0.1093860873,0.1085620501,0.07808714139,0.1066466725,0.2109987218,0.09414042366,0.1232211103,1.995304965,1.236433701,2.977568537,0.5098910308
1338,0.044,0.1390019486,0.1352162599,0.1378488002,0.256373365,0.1971184066,0.9556756757,0.8221041723,0.847889321,0.845463847,0.7168333236,0.769960987,0.05405405405,0.1079483745,0.1082535516,0.1085441872,0.1095713623,0.1085977976,0.07850635986,0.1066479024,0.2109987218,0.09470196582,0.1239216404,1.989334619,1.236433701,2.977568537,0.5306677298
1339,0.04371428571,0.1391880668,0.1344985306,0.1368159051,0.2548745543,0.1965525512,0.9559459459,0.8219617725,0.848543954,0.8463847287,0.718165235,0.7704811214,0.05405405405,0.1078596642,0.108147964,0.1084144664,0.1095498908,0.1085566192,0.07778122014,0.1066490412,0.2109987218,0.09485967856,0.1241083954,1.986149464,1.236433701,2.977568537,0.5421150417
1340,0.044,0.1380576048,0.1350304296,0.1378444208,0.2561909139,0.1965757185,0.9556756757,0.8229816145,0.8480619559,0.8454921172,0.7169868611,0.7704570224,0.05405405405,0.1077767123,0.1080486928,0.1087855505,0.1096179665,0.1085468885,0.07806056385,0.1066500957,0.2109987218,0.09413343467,0.1231300293,1.974783218,1.236433701,2.977568537,0.5536851677
1341,0.044,0.1377243823,0.1393985249,0.1380252443,0.2601565879,0.1982816747,0.9556756757,0.8233081386,0.844142413,0.8453359618,0.7134856631,0.768956624,0.05405405405,0.1076991927,0.1085554818,0.1086411532,0.1095506469,0.1084749865,0.0785637254,0.1066510721,0.2109987218,0.09392006895,0.122842265,1.979262173,1.236433701,2.977568537,0.550646245
1342,0.04342857143,0.1376390866,0.1386813402,0.1381459056,0.2595307567,0.1978428098,0.9562162162,0.8233970178,0.8447820394,0.8452099059,0.7140126836,0.76933091,0.05405405405,0.1076267915,0.1084292168,0.1091056081,0.1097365034,0.108536534,0.07897478704,0.1066519763,0.2109987218,0.09389681709,0.1227895865,1.973541095,1.236433701,2.977568537,0.5077170674
1343,0.04371428571,0.1371922225,0.139886809,0.1373149456,0.259857931,0.1978764387,0.9559459459,0.8238157234,0.8437090402,0.8459557143,0.7137436437,0.7693284942,0.05405405405,0.1075592076,0.1083105814,0.1089401958,0.1095775872,0.1084363529,0.07937377355,0.1066528137,0.2109987218,0.09361256314,0.1224046728,1.973504025,1.236433701,2.977568537,0.5406909901
1344,0.04457142857,0.1387652728,0.1407324588,0.1364146234,0.259868567,0.1986701517,0.9551351351,0.8223090961,0.8429676085,0.8467619144,0.7137521288,0.7685893478,0.05405405405,0.1080961861,0.1081992168,0.1087851104,0.1094560326,0.1085820543,0.07936085729,0.1066535891,0.2109987218,0.09444144471,0.1236428108,1.978954579,1.236433701,2.977568537,0.5389853698
1345,0.04742857143,0.1381428953,0.1428264139,0.136598738,0.2618149027,0.1992026521,0.9524324324,0.8228889165,0.8411604929,0.8465901258,0.7120390144,0.7681224631,0.05405405405,0.1079986252,0.1086948011,0.1086398194,0.10951048,0.1085753232,0.07971800632,0.1066543073,0.2109987218,0.09405243238,0.1231117708,1.981232143,1.236433701,2.977568537,0.5259831769
1346,0.048,0.1395534318,0.1424635878,0.1360217156,0.2611343835,0.199519287,0.9518918919,0.821498042,0.841454729,0.8471079389,0.7126496929,0.7677804542,0.05405405405,0.1085072638,0.1085581582,0.1085038033,0.1094268613,0.1087491601,0.0788352967,0.1066549724,0.2109987218,0.0948340984,0.1242483262,1.993056908,1.236433701,2.977568537,0.51200381
1347,0.04828571429,0.139133023,0.1429560321,0.1344600399,0.260195534,0.1988653756,0.9516216216,0.8219169635,0.8410082366,0.84850277,0.7134916547,0.7683835256,0.05405405405,0.1083829458,0.1084299133,0.1083765577,0.1093500479,0.1086740364,0.07900684429,0.1066555883,0.2109987218,0.09457374258,0.1238915636,1.989365875,1.236433701,2.977568537,0.5471332356
1348,0.048,0.1389217335,0.1428798119,0.1324654812,0.2584510484,0.1978954619,0.9518918919,0.822148789,0.8410872406,0.8502754578,0.715046375,0.7692646546,0.05405405405,0.1082663198,0.1083096526,0.1082575939,0.1093414495,0.1086344582,0.07926529667,0.1066561588,0.2109987218,0.0944511086,0.1237180512,1.986111922,1.236433701,2.977568537,0.5617190755
1349,0.04828571429,0.1378786105,0.142313485,0.1312057573,0.2568576045,0.1966192835,0.9516216216,0.8231137043,0.8415811976,0.8514035072,0.7164568656,0.7704146764,0.05405405405,0.1081569971,0.1081969694,0.1081464408,0.1093247183,0.1085898371,0.07944827062,0.1066566872,0.2109987218,0.09376919236,0.1228077971,2.005011124,1.236433701,2.977568537,0.5405589022
1350,0.04685714286,0.1366810003,0.1419538205,0.1309284363,0.2563290772,0.1958293912,0.952972973,0.8242037543,0.8418883327,0.8516554518,0.7169406941,0.7711412446,0.05405405405,0.1080545979,0.1080914659,0.1080426449,0.1092484608,0.108515439,0.07920309127,0.1066571766,0.2109987218,0.09299577785,0.1217689468,1.989586054,1.236433701,2.977568537,0.5319748466
1351,0.04685714286,0.1361640222,0.1420853874,0.1305927089,0.2561725864,0.1955791834,0.952972973,0.8246866997,0.8417560547,0.8519554192,0.7171011941,0.7713917257,0.05405405405,0.1079587523,0.1079927548,0.1079457714,0.1091529365,0.1084323303,0.07988001736,0.1066576299,0.2110128549,0.09268168482,0.1213339242,2.006458245,1.236433701,2.977568537,0.5276532723
1352,0.04771428571,0.1362576586,0.1428351133,0.1310046855,0.2571604489,0.1961859185,0.9521621622,0.8246257737,0.8410838446,0.8515989716,0.7162678084,0.770889412,0.05405405405,0.1078691012,0.1079004602,0.1078554042,0.1089844863,0.1083180135,0.07933665796,0.1066580498,0.2110128549,0.0927783949,0.1214396757,1.998979901,1.236433701,2.977568537,0.5429485564
1353,0.04771428571,0.1370463716,0.1417900322,0.1306584725,0.2559978071,0.1959970112,0.9521621622,0.8239517121,0.8420091461,0.8519117881,0.717304842,0.7710692722,0.05405405405,0.1077852976,0.107814219,0.1077711461,0.1089714224,0.1082828961,0.0787214036,0.1066584387,0.2110128549,0.09333454083,0.1221556391,2.00608629,1.236433701,2.977568537,0.5699157656
1354,0.04857142857,0.1361196553,0.1400792508,0.1303182701,0.2542401088,0.1947182399,0.9513513514,0.8247869796,0.843535194,0.8522124523,0.7188618557,0.7722147274,0.05405405405,0.1077070069,0.1077336815,0.107692619,0.1090005683,0.1082661438,0.07805076786,0.1066587989,0.2110128549,0.09274798897,0.121359517,2.005884812,1.236433701,2.977568537,0.5474946289
1355,0.05,0.1351129151,0.1405285043,0.1311387465,0.2552206799,0.1945563349,0.95,0.8257128683,0.8431445942,0.8515297941,0.7179765698,0.7723534282,0.05405405405,0.1076339076,0.1076585116,0.1082194967,0.1091611674,0.1083078724,0.07777287827,0.1066591325,0.2110128549,0.09207408574,0.1204701778,2.009125004,1.236433701,2.977568537,0.5799235797
1356,0.04914285714,0.1380456112,0.1384552887,0.1301067695,0.2525856265,0.1945912596,0.9508108108,0.82303201,0.8449921635,0.8524609822,0.720305067,0.7722771059,0.05405405405,0.1081657249,0.1075883879,0.1081126118,0.1092431216,0.1085450819,0.07849945357,0.1066594415,0.2110128549,0.09377706554,0.1228851275,2.004658632,1.236433701,2.977568537,0.5827101543
1357,0.05057142857,0.1370591126,0.1370665129,0.1320013782,0.2529872792,0.194175146,0.9494594595,0.8239101993,0.8462346573,0.8507939436,0.7199264381,0.7726276565,0.05405405405,0.1080633376,0.1075230029,0.1086126424,0.1094488427,0.1086001121,0.07874110633,0.1066597278,0.2110128549,0.09318250292,0.1220581319,2.011230536,1.236433701,2.977568537,0.591239407
1358,0.05114285714,0.1373777732,0.1370687778,0.130132615,0.2513731453,0.1935636385,0.9489189189,0.8236514153,0.846235048,0.8524586499,0.7213525317,0.7731806621,0.05405405405,0.1079674322,0.107462064,0.1084803766,0.1094512196,0.1085666314,0.0783277025,0.106659993,0.2110128549,0.09343269807,0.1223648686,2.008913126,1.236433701,2.977568537,0.594682849
1359,0.05171428571,0.1370690723,0.1377630418,0.1282920789,0.2504284102,0.1930415401,0.9483783784,0.8239270966,0.8456242719,0.8540799162,0.7221898319,0.7736535262,0.05405405405,0.1078776614,0.1074052926,0.1083564114,0.1094178854,0.1085180641,0.07793482375,0.1066602386,0.2110128549,0.09328826496,0.1221340727,2.005060029,1.236433701,2.977568537,0.5919420564
1360,0.05171428571,0.1363438497,0.1380849417,0.1270204105,0.2495691944,0.1923489847,0.9483783784,0.8245778051,0.8453383025,0.8552108418,0.7229513911,0.774280314,0.05405405405,0.1077936884,0.1073524244,0.1082403108,0.1093777185,0.1084659386,0.07857994638,0.1066604661,0.2110128549,0.09285037465,0.1215253506,1.99441642,1.236433701,2.977568537,0.5734431331
1361,0.05028571429,0.1377253008,0.1393555585,0.1264426095,0.2500767964,0.1932512274,0.9497297297,0.82322591,0.8442025795,0.8557263961,0.7225137344,0.7734258558,0.05405405405,0.1083146122,0.1073032092,0.108131651,0.1092501158,0.1086179825,0.07946153931,0.1066606769,0.2110128549,0.09358467265,0.1226167839,1.993517774,1.236433701,2.977568537,0.5555409138
1362,0.05028571429,0.1392652443,0.1396837044,0.1276894531,0.2513787568,0.1947353609,0.9497297297,0.8218876785,0.8439175918,0.8546174798,0.7213892792,0.7721391503,0.05405405405,0.1082025561,0.1072574102,0.108030022,0.1090877175,0.1084973838,0.08070377423,0.1066608721,0.2110128549,0.09466501881,0.1240110435,1.993344862,1.236433701,2.977568537,0.5596823897
1363,0.05057142857,0.1393072284,0.137451881,0.126709978,0.2485500696,0.1933976687,0.9494594595,0.8218540595,0.8459089118,0.8554865825,0.7238668363,0.7733167039,0.05405405405,0.1080975295,0.1072148038,0.1079350276,0.109199839,0.1085130278,0.08190561975,0.1072223267,0.2114157181,0.09476568177,0.1240971758,1.990414922,1.236433701,2.977568537,0.5478162085
1364,0.052,0.1395315014,0.1358084337,0.1251421338,0.2458330393,0.192157356,0.9481081081,0.8216669952,0.8473793976,0.8568760443,0.726253065,0.7744105221,0.05405405405,0.1079991645,0.1071751793,0.1078462867,0.1093118551,0.1085323799,0.08197229341,0.1071854963,0.2113924804,0.09497210451,0.1243334225,1.983203313,1.236433701,2.977568537,0.5710060905
1365,0.05142857143,0.1387089659,0.1340119127,0.1254963403,0.2445715025,0.1911389707,0.9486486486,0.8224242877,0.8489845962,0.8565650838,0.7273675464,0.7753258744,0.05405405405,0.1079071031,0.1071383381,0.1077634331,0.109331973,0.1085072374,0.08122099493,0.107150298,0.2113698309,0.09444411854,0.1236221607,1.982295248,1.236433701,2.977568537,0.5686755393
1366,0.05228571429,0.1384813801,0.1326308964,0.1255566381,0.24342714,0.1904788443,0.9478378378,0.822643657,0.85021971,0.8565190712,0.7283754743,0.775916578,0.05405405405,0.1078209985,0.1071040936,0.1076861165,0.1093512152,0.1084848906,0.081288277,0.1071166253,0.2113477482,0.09432852664,0.1234458438,1.990063989,1.236433701,2.977568537,0.583462068
1367,0.05257142857,0.140172836,0.1340585278,0.127177453,0.2461261519,0.192718209,0.9475675676,0.8211602521,0.8489507719,0.8550775725,0.7260275961,0.7739627727,0.05405405405,0.1077405156,0.1070722703,0.107614002,0.109132564,0.1083449859,0.08225206645,0.107084381,0.2113262117,0.09550412018,0.1249694901,1.987511078,1.236433701,2.977568537,0.5661689141
1368,0.052,0.1407557139,0.1342154806,0.1270676751,0.2461854572,0.1929443889,0.9481081081,0.8204892934,0.8488065481,0.8551693037,0.7259497044,0.7736819469,0.05405405405,0.108265365,0.1075267702,0.1075467703,0.1093311108,0.1086339283,0.08225850469,0.107053476,0.2113052018,0.09573719137,0.1253780241,1.988770447,1.236433701,2.977568537,0.551922426
1369,0.052,0.1415482174,0.1332481725,0.1277275792,0.2459422367,0.193243934,0.9481081081,0.8198149951,0.849661552,0.8545815668,0.7261763431,0.7734344957,0.05405405405,0.1081564103,0.1074688805,0.1074841178,0.1092785523,0.1085689679,0.0826426877,0.1070238284,0.2112846994,0.09630981531,0.1261067998,2.001971436,1.236433701,2.977568537,0.5517398612
1370,0.05228571429,0.1401222761,0.1348918787,0.1264333138,0.2462706001,0.1926836521,0.9478378378,0.8211184598,0.8482033251,0.8557409494,0.7259002188,0.77395063,0.05405405405,0.1080543223,0.1074145376,0.1074257562,0.1092009948,0.1085019392,0.08158116581,0.1069953629,0.2112646861,0.09536607831,0.1248543791,2.003049379,1.236433701,2.977568537,0.5363915625
1371,0.05285714286,0.1392771998,0.1350253094,0.1270074519,0.2469441856,0.1925217672,0.9472972973,0.8218978023,0.8480767514,0.855208533,0.7252578769,0.7740817148,0.05405405405,0.1079587372,0.1073635653,0.1079077958,0.1093995345,0.1085427434,0.08024023904,0.1069680099,0.2112451445,0.09482268105,0.1241228291,1.997258148,1.236433701,2.977568537,0.506651764
1372,0.05285714286,0.1385387015,0.1339220688,0.1266701358,0.2457854228,0.1915789745,0.9472972973,0.8225845836,0.8490642795,0.8555215642,0.7262856015,0.7749316101,0.05405405405,0.1078693021,0.1073157916,0.1078230746,0.1094168586,0.1085187018,0.08037089934,0.1069417056,0.2112260579,0.09434358108,0.1234807653,1.987870504,1.236433701,2.977568537,0.5193968004
1373,0.05371428571,0.1399519656,0.1362640047,0.1278458163,0.2488151143,0.1935207206,0.9464864865,0.8213438458,0.8469743567,0.8545456349,0.7235555999,0.7731705933,0.05405405405,0.1077856752,0.107850667,0.1083437439,0.1097887863,0.1086498622,0.08175619508,0.1069163906,0.21120741,0.09533992318,0.1247633166,1.989808134,1.236433701,2.977568537,0.5394204887
1374,0.054,0.139394188,0.1361311082,0.128683372,0.2494118161,0.1936572538,0.9462162162,0.821854405,0.8470931171,0.8537948822,0.7230474301,0.7730762495,0.05405405405,0.1077075269,0.1077715278,0.1082306898,0.1096458831,0.10855279,0.08221909685,0.1068920102,0.2111891855,0.09499830765,0.1242918316,1.986739979,1.236433701,2.977568537,0.5749227598
1375,0.05342857143,0.1398385811,0.1367504689,0.1297643869,0.2509760591,0.1947578655,0.9467567568,0.8214726727,0.8465361625,0.8528375161,0.7217074437,0.7721361683,0.05405405405,0.1076345401,0.1076971634,0.1081246018,0.1094499451,0.1084337835,0.08238093613,0.1068685134,0.2111713696,0.09533391729,0.1247100572,1.996082072,1.236433701,2.977568537,0.5708470839
1376,0.05457142857,0.1396748214,0.1362998171,0.129925854,0.2507524368,0.1945922291,0.9456756757,0.8216437424,0.8469518019,0.8526979736,0.7219174273,0.7723004506,0.05405405405,0.1075664108,0.107627349,0.1080251313,0.1093779581,0.1083774469,0.08351930962,0.106845853,0.2111539481,0.09523568597,0.1245730522,1.999658299,1.236433701,2.977568537,0.5617759505
1377,0.05428571429,0.1385195237,0.136547498,0.1295980576,0.2507106032,0.1940735355,0.9459459459,0.8226920479,0.846742838,0.8529969771,0.7219627507,0.7727820609,0.05405405405,0.107502848,0.1075618627,0.1079319372,0.1093052764,0.1083165097,0.08311089968,0.1068239852,0.2111369077,0.0944687349,0.1235565281,2.006305709,1.236433701,2.977568537,0.5645592797
1378,0.054,0.138061073,0.1374384094,0.1292126117,0.2511794808,0.1941309381,0.9462162162,0.8231196675,0.8459573671,0.8533388833,0.721563866,0.7727526293,0.05405405405,0.1074435738,0.107500486,0.1078446869,0.1091985313,0.108242661,0.08259605502,0.106802869,0.2111202352,0.09417246941,0.1231585457,2.004322627,1.236433701,2.977568537,0.5345412506
1379,0.05457142857,0.1376215671,0.1391345552,0.1283848533,0.2517975615,0.1941795096,0.9456756757,0.8235238387,0.8444454089,0.8540760944,0.7209786845,0.7726952898,0.05405405405,0.1073883235,0.1080430382,0.1077630572,0.1093788323,0.1082984546,0.08302868063,0.1067824663,0.2111039184,0.09389598124,0.1227819995,1.995067064,1.236433701,2.977568537,0.5626323331
1380,0.05228571429,0.1376959626,0.1377460761,0.1298824993,0.2518846154,0.1942844659,0.9478378378,0.8234717064,0.8456803355,0.852730965,0.7209225899,0.7726201047,0.05405405405,0.1073368457,0.1079504846,0.1076867356,0.1092827981,0.1082342119,0.08321802083,0.1067627415,0.2110879453,0.09396401541,0.1228598708,2.000512462,1.236433701,2.977568537,0.5400370926
1381,0.05142857143,0.1370996591,0.1361819199,0.1290132969,0.2498319307,0.1929150086,0.9486486486,0.8240190077,0.8470577817,0.8535038608,0.7227412429,0.7738388851,0.05405405405,0.1072889015,0.1078635902,0.1076154203,0.1093370046,0.1082428296,0.08258327192,0.1067436615,0.2110723046,0.09357020477,0.1223365415,1.998740739,1.236433701,2.977568537,0.5423515479
1382,0.05085714286,0.1362384078,0.1376928779,0.1284988872,0.2506583416,0.1929344158,0.9491891892,0.8247978173,0.8457216799,0.8539491759,0.7220374357,0.7738455023,0.05405405405,0.1072442648,0.1077820794,0.1075488211,0.1092005368,0.1081603722,0.08071671496,0.1067251951,0.2110569854,0.09300054461,0.1215800503,2.004622426,1.236433701,2.977568537,0.5495229098
1383,0.052,0.1360673718,0.1378540041,0.1301320722,0.2522764539,0.1937090852,0.9481081081,0.8249611725,0.8455674735,0.8524857468,0.7206380738,0.7731853162,0.05405405405,0.1072027217,0.1077056809,0.1074866597,0.1090248666,0.1080582591,0.07970180641,0.1067073131,0.2110419773,0.09289891056,0.1214374666,2.013584962,1.236433701,2.977568537,0.5400276473
1384,0.05114285714,0.1343085704,0.1358673923,0.1302987092,0.2506468578,0.1920217513,0.9489189189,0.8265438423,0.8473292372,0.8523427295,0.7220712675,0.7746872766,0.05405405405,0.1071640703,0.107634129,0.1074286697,0.1090561005,0.108057789,0.07940962721,0.1066899883,0.2110272703,0.09170767537,0.1198741226,1.994358155,1.236433701,2.977568537,0.5660249744
1385,0.05285714286,0.1360113619,0.134905797,0.1302858918,0.2497753857,0.1922542941,0.9472972973,0.8249321001,0.8481892873,0.8523468928,0.7228340235,0.7744114058,0.05405405405,0.1077281534,0.1075671645,0.107374597,0.1090497173,0.1082891056,0.07956915381,0.106673195,0.2110128549,0.09258936909,0.1212038232,1.998901304,1.236433701,2.977568537,0.5523757232
1386,0.054,0.1343156212,0.135111163,0.1284743094,0.2484177458,0.1907311006,0.9462162162,0.8264625602,0.8480109748,0.8539584244,0.7240331232,0.7757724882,0.05405405405,0.1076559652,0.107504536,0.1073241992,0.1090805032,0.1082767317,0.07896586208,0.1066569091,0.2109987218,0.09145945572,0.1197094572,1.990229467,1.236433701,2.977568537,0.5223088914
1387,0.054,0.1356144715,0.136400775,0.1279457845,0.2489752766,0.1917682162,0.9462162162,0.82531812,0.8468599136,0.8544360378,0.7235362001,0.7748639338,0.05405405405,0.1075883045,0.1074460001,0.1072772463,0.1089844057,0.1082005139,0.07963112421,0.106641108,0.2109848623,0.09237424032,0.1208877278,1.995174543,1.236433701,2.977568537,0.4968804127
1388,0.05457142857,0.1347835956,0.1374280692,0.127397483,0.2493443072,0.1915850176,0.9456756757,0.8260734361,0.8459481484,0.8549247383,0.7232237402,0.7750453775,0.05405405405,0.1075249328,0.1073913222,0.1072335198,0.1089068766,0.1081391153,0.0796255403,0.1066257704,0.210971268,0.09183333485,0.1201640976,1.981073967,1.236433701,2.977568537,0.5075070409
