k,b_norm_griebel_innovation_mean,b_norm_radial_mean,b_norm_x_mean,b_norm_y_mean,b_norm_comp_mean,b_norm_overall_mean,d_norm_griebel_innovation_mean,d_norm_radial_mean,d_norm_x_mean,d_norm_y_mean,d_norm_comp_mean,d_norm_overall_mean,p_ok_griebel_innovation_mean,p_ok_radial_mean,p_ok_x_mean,p_ok_y_mean,p_ok_comp_mean,p_ok_overall_mean,u_griebel_innovation_mean,u_radial_mean,u_x_mean,u_y_mean,u_comp_mean,u_overall_mean,griebel_multinomial_dc_mean,griebel_multinomial_uncertainty_mean,griebel_multinomial_threshold_mean,dc_josang_history_mean,dc_norm_history_mean,nis_score_mean,nis_lower_band_mean,nis_upper_band_mean,rmse_mean
1081,0.9445714286,0.8608345511,0.8724215789,0.8694119739,0.7564830522,0.8095689266,0.05542857143,0.1391654489,0.1275784211,0.1305880261,0.2435169478,0.1904310734,0.9448648649,0.8221349084,0.8546875217,0.8518467446,0.7281087029,0.7758765398,0.05405405405,0.1074733638,0.1083097284,0.108612733,0.1104334914,0.1088458479,0.08785828994,0.1065300284,0.2108828917,0.09490242523,0.1241284097,1.967590729,1.236433701,2.977568537,0.5755152825
1082,0.9448571429,0.8627670109,0.8722573803,0.8697901799,0.7565820571,0.8105522998,0.05514285714,0.1372329891,0.1277426197,0.1302098201,0.2434179429,0.1894477002,0.9451351351,0.8238693247,0.8545444979,0.8521897367,0.7282318436,0.7767771478,0.05405405405,0.1074157324,0.1081977355,0.1084773672,0.1103145375,0.1087710721,0.08640739472,0.1065177477,0.2108711529,0.09361175459,0.1224228091,1.984450337,1.236433701,2.977568537,0.5549717197
1083,0.9457142857,0.8628362052,0.8714018173,0.869616962,0.7557677987,0.8103426044,0.05428571429,0.1371637948,0.1285981827,0.130383038,0.2442322013,0.1896573956,0.9459459459,0.8239446004,0.8537930764,0.8521119283,0.7275007348,0.7765784199,0.05405405405,0.1073620727,0.108092791,0.1089509311,0.1104562938,0.1088158009,0.08596922187,0.106505786,0.210859617,0.09358455669,0.1223743632,1.981356502,1.236433701,2.977568537,0.5595168704
1084,0.9485714286,0.8633720371,0.8716657265,0.8704554531,0.7567637256,0.8110302253,0.05142857143,0.1366279629,0.1283342735,0.1295445469,0.2432362744,0.1889697747,0.9486486486,0.8244347621,0.8540283463,0.8528668951,0.7283886808,0.7772040261,0.05405405405,0.1073121284,0.1079945254,0.1087940791,0.11038328,0.1087626056,0.08450313734,0.1065177477,0.2108711529,0.09323833121,0.1219091737,1.979384262,1.236433701,2.977568537,0.5672541755
1085,0.9485714286,0.8623218858,0.8715824262,0.8709339613,0.757109046,0.8105749304,0.05142857143,0.1376781142,0.1284175738,0.1290660387,0.242890954,0.1894250696,0.9486486486,0.8235092275,0.8539462957,0.8532944511,0.7287068476,0.7768174043,0.05405405405,0.1072656573,0.1079025788,0.1086472814,0.1102755173,0.1086904491,0.08413015106,0.1065287755,0.2108828917,0.09397267933,0.1228579439,1.976297381,1.236433701,2.977568537,0.5581889821
1086,0.9488571429,0.8639276864,0.8712763803,0.8695828904,0.7557588204,0.810826428,0.05114285714,0.1360723136,0.1287236197,0.1304171096,0.2442411796,0.189173572,0.9489189189,0.8249511851,0.8536805086,0.8520472039,0.7275022585,0.7770354029,0.05405405405,0.1072224312,0.1078166021,0.1091100161,0.1103545326,0.1087026414,0.08416546499,0.1065389459,0.2108948393,0.09289568696,0.1214375993,1.978010926,1.236433701,2.977568537,0.5751220125
1087,0.9494285714,0.8650500137,0.8722968481,0.8692151096,0.756255141,0.8116151813,0.05057142857,0.1349499863,0.1277031519,0.1307848904,0.243744859,0.1883848187,0.9494594595,0.825959185,0.8545846511,0.8517443182,0.7279567406,0.7777493215,0.05405405405,0.1071822349,0.1077362581,0.1089429212,0.1102717446,0.108648899,0.08302653891,0.106548329,0.2109070017,0.09215026336,0.1204496975,1.983771896,1.236433701,2.977568537,0.5656657364
1088,0.9485714286,0.8649361564,0.8709399608,0.8664854072,0.7527777784,0.8099916664,0.05142857143,0.1350638436,0.1290600392,0.1335145928,0.2472222216,0.1900083336,0.9486486486,0.82576868,0.8533815213,0.8493302955,0.7248893475,0.7762710992,0.05405405405,0.1077448992,0.1076612219,0.1093864742,0.1102328795,0.1088253186,0.08173818961,0.1065569882,0.2109193853,0.09194343982,0.1203588704,1.988956122,1.236433701,2.977568537,0.5542903485
1089,0.95,0.8651628868,0.8695593189,0.8672365915,0.7521327705,0.8096608363,0.05,0.1348371132,0.1304406811,0.1327634085,0.2478672295,0.1903391637,0.95,0.8259720472,0.8521487576,0.8500032598,0.7243399768,0.7760005691,0.05405405405,0.1076714075,0.1075911815,0.1092012901,0.1100745502,0.1087235915,0.08151434,0.1065649817,0.2109193853,0.09184129448,0.1201922491,1.993124202,1.236433701,2.977568537,0.5854925418
1090,0.952,0.8647557346,0.8701138491,0.8661879827,0.751750598,0.8092547512,0.048,0.1352442654,0.1298861509,0.1338120173,0.248249402,0.1907452488,0.9518918919,0.8256163033,0.852643216,0.8490537294,0.7239743756,0.7756302913,0.05405405405,0.1076025487,0.107525838,0.1096278053,0.110233216,0.1087744267,0.08201984004,0.1065723628,0.2109319967,0.09215865104,0.1205824224,1.985014804,1.236433701,2.977568537,0.6275552725
1091,0.9505714286,0.8632525759,0.8700295423,0.8689095745,0.7540196467,0.8095585214,0.04942857143,0.1367474241,0.1299704577,0.1310904255,0.2459803533,0.1904414786,0.9505405405,0.8242777275,0.8525711569,0.8514679766,0.7259733875,0.7758961582,0.05405405405,0.1075380754,0.1074649059,0.1094265766,0.1102432848,0.1087614715,0.08314895082,0.10657918,0.2109319967,0.09322831938,0.1219532348,2.008123241,1.236433701,2.977568537,0.5840736155
1092,0.952,0.8625862685,0.8700146408,0.8705048799,0.7554247134,0.8097866128,0.048,0.1374137315,0.1299853592,0.1294951201,0.2445752866,0.1902133872,0.9518918919,0.8236913079,0.8525609696,0.852889793,0.7272069373,0.7761064605,0.05405405405,0.1074777479,0.1074081131,0.1092379725,0.1102113321,0.1087228517,0.08258094229,0.1065854777,0.2109448428,0.0937156645,0.1225698182,2.008846262,1.236433701,2.977568537,0.5683578465
1093,0.9508571429,0.8624281111,0.8701420144,0.8706017552,0.7554782724,0.8096695195,0.04914285714,0.1375718889,0.1298579856,0.1293982448,0.2445217276,0.1903304805,0.9508108108,0.8235618709,0.8526785352,0.8529758998,0.7272741883,0.7760219896,0.05405405405,0.107421335,0.1073552009,0.1090613334,0.1101098657,0.1086532613,0.08225717258,0.1065912969,0.2109448428,0.09384810251,0.1227274616,2.022347237,1.236433701,2.977568537,0.5946518811
1094,0.9488571429,0.8625634977,0.8703311089,0.8703321434,0.7554027148,0.8096557516,0.05114285714,0.1374365023,0.1296688911,0.1296678566,0.2445972852,0.1903442484,0.9489189189,0.823700362,0.8528563901,0.8527274599,0.7272290851,0.7760315087,0.05405405405,0.1073686137,0.1073059235,0.1088960171,0.1099967374,0.108578861,0.08214890806,0.1065966749,0.2109448428,0.09376853763,0.1226153311,2.024851835,1.236433701,2.977568537,0.5608255412
1095,0.9497142857,0.8598596074,0.8723068169,0.8704549854,0.7572934998,0.8092906129,0.05028571429,0.1401403926,0.1276931831,0.1295450146,0.2427065002,0.1907093871,0.9497297297,0.8211888273,0.8546208851,0.8528604489,0.7288982937,0.7756536047,0.05405405405,0.1079194036,0.1072600483,0.1087414009,0.1100105029,0.1087973774,0.08202571979,0.1066016461,0.2109579308,0.09535298379,0.1248514709,2.032666541,1.236433701,2.977568537,0.5587949286
1096,0.95,0.860541176,0.8717071821,0.8690600912,0.7555623855,0.8086921696,0.05,0.139458824,0.1282928179,0.1309399088,0.2444376145,0.1913078304,0.95,0.8217985446,0.8540848458,0.8516142678,0.7274065271,0.7751514881,0.05405405405,0.1078346733,0.1072173549,0.1085968832,0.1097985878,0.1086697417,0.08189909636,0.1066062419,0.2109579308,0.09494793645,0.1242841188,2.026590132,1.236433701,2.977568537,0.5527252673
1097,0.95,0.8607550021,0.8708153542,0.8703976666,0.7558441759,0.8091401405,0.05,0.1392449979,0.1291846458,0.1296023334,0.2441558241,0.1908598595,0.95,0.8220168589,0.8533109656,0.8528118168,0.7276398111,0.7755342289,0.05405405405,0.1077551942,0.1076527405,0.1084618843,0.1099926141,0.1087290521,0.08226169619,0.1066104914,0.2109579308,0.09481968923,0.1241055441,2.02796526,1.236433701,2.977568537,0.5483419515
1098,0.9511428571,0.8612867657,0.8711137547,0.8701803967,0.7559412959,0.8093878588,0.04885714286,0.1387132343,0.1288862453,0.1298196033,0.2440587041,0.1906121412,0.9510810811,0.8225125022,0.8535847346,0.8526150539,0.7277413388,0.7757766722,0.05405405405,0.1076806994,0.1075860011,0.1083358475,0.1098927443,0.1086557547,0.08283134505,0.1066144213,0.210971268,0.09448021836,0.123647148,2.015850967,1.236433701,2.977568537,0.5560068997
1099,0.9508571429,0.862328751,0.871247551,0.8716166458,0.7572728126,0.8105133198,0.04914285714,0.137671249,0.128752449,0.1283833542,0.2427271874,0.1894866802,0.9508108108,0.8234517614,0.8536930631,0.8539055937,0.7289185905,0.7767859627,0.05405405405,0.1076109283,0.107523402,0.1082182391,0.1098864196,0.1086271371,0.08303681943,0.106618056,0.210971268,0.09380652891,0.1227427745,2.006971512,1.236433701,2.977568537,0.5340305636
1100,0.9502857143,0.8616549195,0.8712196714,0.8706119574,0.7563717543,0.8096376992,0.04971428571,0.1383450805,0.1287803286,0.1293880426,0.2436282457,0.1903623008,0.9502702703,0.8228568313,0.8536762266,0.8530104006,0.728145456,0.7760301284,0.05405405405,0.1075456273,0.1074647315,0.1081085495,0.1097430743,0.1085339805,0.08400819699,0.1066214182,0.210971268,0.09430546632,0.123370355,2.012153001,1.236433701,2.977568537,0.5643370494
1101,0.9494285714,0.8602629918,0.8696349087,0.8710862721,0.7553438064,0.808387259,0.05057142857,0.1397370082,0.1303650913,0.1289137279,0.2446561936,0.191612741,0.9494594595,0.8215215683,0.8522542052,0.8534386773,0.7272547097,0.7748977195,0.05405405405,0.108084584,0.107409783,0.1080062924,0.1096060608,0.1086571411,0.08395148005,0.1066245286,0.210971268,0.09499477481,0.1244361397,2.015372771,1.236433701,2.977568537,0.5641438185
1102,0.9485714286,0.8590384367,0.8685010504,0.8708000231,0.7540684583,0.8070846147,0.05142857143,0.1409615633,0.1314989496,0.1291999769,0.2459315417,0.1929153853,0.9486486486,0.8204486202,0.8512364543,0.8531958724,0.7261553697,0.7737654202,0.05405405405,0.1079887345,0.1073583558,0.1079110053,0.1094531759,0.1085511765,0.0844447854,0.1066274063,0.2109848623,0.09587182015,0.1255570125,2.025976361,1.236433701,2.977568537,0.5320461022
1103,0.9485714286,0.8593038444,0.8703676945,0.8739809948,0.7583971677,0.8094321129,0.05142857143,0.1406961556,0.1296323055,0.1260190052,0.2416028323,0.1905678871,0.9486486486,0.8206978409,0.8529060522,0.856034585,0.7299602859,0.7758309077,0.05405405405,0.1078988176,0.1073102557,0.1078222488,0.1096644952,0.1086305898,0.08351039811,0.1066300691,0.2109848623,0.09573842743,0.1253527503,2.018007267,1.236433701,2.977568537,0.5375227399
1104,0.9482857143,0.8588133953,0.8688730645,0.8743460302,0.7573888667,0.8086384995,0.05171428571,0.1411866047,0.1311269355,0.1256539698,0.2426111333,0.1913615005,0.9483783784,0.8202747256,0.8515650995,0.8563731222,0.7290922527,0.7751475193,0.05405405405,0.1078145338,0.1072652954,0.1077396067,0.1095389112,0.1085364612,0.08395813077,0.1066325332,0.2109848623,0.09611398962,0.1258180075,2.019439626,1.236433701,2.977568537,0.5301195575
1105,0.9465714286,0.8593314914,0.8687258518,0.873123604,0.7561963227,0.8084499237,0.05342857143,0.1406685086,0.1312741482,0.126876396,0.2438036773,0.1915500763,0.9467567568,0.8207498647,0.8513666892,0.8552940861,0.7280291141,0.7749725822,0.05405405405,0.1077355899,0.1078177432,0.1076626847,0.1096781493,0.1085610763,0.08436038049,0.1066348136,0.2109848623,0.09579964225,0.1253823403,2.01980138,1.236433701,2.977568537,0.5168413207
1106,0.9465714286,0.8590306814,0.8686571436,0.8725830219,0.7557774312,0.8081731884,0.05342857143,0.1409693186,0.1313428564,0.1274169781,0.2442225688,0.1918268116,0.9467567568,0.8203862141,0.8513238575,0.8548183197,0.7276716135,0.7746841445,0.05405405405,0.108261734,0.1077401789,0.1075911106,0.1095655974,0.1087193509,0.08382973974,0.1066369241,0.2109848623,0.09575674398,0.1254829189,2.012017173,1.236433701,2.977568537,0.5268948633
1107,0.9471428571,0.8601751662,0.8681308554,0.8710301706,0.7539907908,0.8078981721,0.05285714286,0.1398248338,0.1318691446,0.1289698294,0.2460092092,0.1921018279,0.9472972973,0.8214105068,0.8508449299,0.8534193276,0.7260625529,0.7744296589,0.05405405405,0.1081538626,0.1076673793,0.1081245664,0.1096852592,0.1087286786,0.08379675638,0.1066388777,0.2109848623,0.09505052947,0.1245125619,2.006638832,1.236433701,2.977568537,0.5336831616
1108,0.9462857143,0.8598456145,0.8686024145,0.8709695983,0.7544439944,0.8077920977,0.05371428571,0.1401543855,0.1313975855,0.1290304017,0.2455560056,0.1922079023,0.9464864865,0.8211144589,0.8512777949,0.8533821221,0.7264651493,0.7743473959,0.05405405405,0.1080526755,0.1075991081,0.1080238946,0.1096230742,0.1086649761,0.08419207506,0.1066406859,0.2109848623,0.0953533104,0.1248592033,2.014450425,1.236433701,2.977568537,0.5403294206
1109,0.9477142857,0.8574837191,0.868412926,0.8706189506,0.7540461572,0.8063174084,0.05228571429,0.1425162809,0.131587074,0.1293810494,0.2459538428,0.1936825916,0.9478378378,0.8190291157,0.8511080562,0.8530654196,0.7261228958,0.7730551467,0.05405405405,0.1079578345,0.1075351338,0.1079297513,0.1095155928,0.1085778099,0.08413318223,0.1066423599,0.2109987218,0.09700244861,0.1269919671,2.021652089,1.236433701,2.977568537,0.5688201236
1110,0.9471428571,0.8583953254,0.8660940873,0.8705701553,0.752092027,0.8059105737,0.05285714286,0.1416046746,0.1339059127,0.1294298447,0.247907973,0.1940894263,0.9472972973,0.8198663752,0.849027959,0.8530168974,0.724376951,0.7726908683,0.05405405405,0.107869009,0.1080752637,0.1078417637,0.1096126144,0.1085826672,0.08347719172,0.1066439095,0.2109987218,0.09641059083,0.1261991204,2.017752471,1.236433701,2.977568537,0.5980285105
1111,0.9477142857,0.8597519279,0.8640182889,0.8702585186,0.7500538515,0.8054901349,0.05228571429,0.1402480721,0.1359817111,0.1297414814,0.2499461485,0.1945098651,0.9478378378,0.8210852701,0.8471911906,0.8527504884,0.7225503051,0.7723185764,0.05405405405,0.1077858768,0.1085804849,0.1077595742,0.1097103009,0.108612828,0.08266653605,0.1066453442,0.2109987218,0.09553405254,0.1250217915,2.019835296,1.236433701,2.977568537,0.6182802177
1112,0.9488571429,0.8595284239,0.8650304337,0.8712812198,0.7518372568,0.8062208198,0.05114285714,0.1404715761,0.1349695663,0.1287187802,0.2481627432,0.1937791802,0.9489189189,0.8208918702,0.8481139592,0.853661218,0.7241223167,0.7729679558,0.05405405405,0.1077081254,0.1084527254,0.1076828406,0.1097249517,0.1085935623,0.08313629227,0.1066466725,0.2109987218,0.09573551549,0.1252540671,2.023120874,1.236433701,2.977568537,0.5904685973
1113,0.9497142857,0.858614946,0.8647149728,0.8709233625,0.7511792088,0.8053917932,0.05028571429,0.141385054,0.1352850272,0.1290766375,0.2488207912,0.1946082068,0.9497297297,0.8200944937,0.8478272963,0.8533405706,0.7235584264,0.7722508703,0.05405405405,0.1076354525,0.1083326673,0.107611236,0.1095905608,0.1085006192,0.08312596928,0.1066479024,0.2109987218,0.09638665889,0.12608778,2.005295742,1.236433701,2.977568537,0.5891003268
1114,0.9491428571,0.8602720967,0.8660780832,0.8725892048,0.7537785659,0.8075122879,0.05085714286,0.1397279033,0.1339219168,0.1274107952,0.2462214341,0.1924877121,0.9491891892,0.821580419,0.8490325574,0.8548260818,0.7258373164,0.7741271406,0.05405405405,0.1075675669,0.1082199499,0.1075444487,0.1096767852,0.108514931,0.08275440555,0.1066490412,0.2109987218,0.09529563712,0.1246357975,2.008440741,1.236433701,2.977568537,0.5645784682
1115,0.9485714286,0.8605303593,0.865488342,0.8741148499,0.7546008017,0.8080090854,0.05142857143,0.1394696407,0.134511658,0.1258851501,0.2453991983,0.1919909146,0.9486486486,0.8218279577,0.8485088003,0.8561902845,0.7265687982,0.7745803156,0.05405405405,0.1075041888,0.1081142163,0.1074821819,0.1096415847,0.108474056,0.08185191459,0.1066500957,0.2109987218,0.09514110306,0.1244199479,2.028748587,1.236433701,2.977568537,0.5305427559
1116,0.9491428571,0.8604551194,0.8674215292,0.8759136408,0.7577128884,0.809597048,0.05085714286,0.1395448806,0.1325784708,0.1240863592,0.2422871116,0.190402952,0.9491891892,0.821774696,0.8502405797,0.857805506,0.7293166115,0.7759815144,0.05405405405,0.1074450498,0.1080151149,0.1074241537,0.1097739973,0.108521637,0.08083429933,0.1066510721,0.2109987218,0.09521593989,0.1245027791,2.02576784,1.236433701,2.977568537,0.5140849148
1117,0.95,0.861084067,0.8677394925,0.8760833931,0.7581077687,0.8100889001,0.05,0.138915933,0.1322605075,0.1239166069,0.2418922313,0.1899110999,0.95,0.822345135,0.8505289356,0.8579564555,0.7296799412,0.7764304789,0.05405405405,0.1073898937,0.1079223013,0.1073700969,0.1097242888,0.1084775585,0.08054404711,0.1066519763,0.2109987218,0.09481427713,0.1239599182,2.018912765,1.236433701,2.977568537,0.5429409938
1118,0.9497142857,0.8612268091,0.8696605202,0.8748796999,0.7587027189,0.8105699833,0.05028571429,0.1387731909,0.1303394798,0.1251203001,0.2412972811,0.1894300167,0.9497297297,0.822488588,0.8522446862,0.856800336,0.7301674778,0.7768371582,0.05405405405,0.1073384758,0.1078354397,0.1078727381,0.1099576612,0.108557969,0.08102313459,0.1066528137,0.2109987218,0.09473131226,0.1238421741,2.025215256,1.236433701,2.977568537,0.5176427609
1119,0.9485714286,0.8620601298,0.8697829509,0.8751741713,0.7590201238,0.8111242907,0.05142857143,0.1379398702,0.1302170491,0.1248258287,0.2409798762,0.1888757093,0.9486486486,0.8232471558,0.8523473995,0.8570626816,0.7304585444,0.7773447011,0.05405405405,0.1072905635,0.1077542038,0.1077905481,0.109899729,0.1085090615,0.08049873647,0.1066535891,0.2109987218,0.09417601973,0.1231075624,2.022241867,1.236433701,2.977568537,0.5047981868
1120,0.948,0.8629105044,0.8704215036,0.8746681177,0.7591509988,0.8115822244,0.052,0.1370894956,0.1295784964,0.1253318823,0.2408490012,0.1884177756,0.9481081081,0.8240154245,0.8529206118,0.8566231961,0.7305902282,0.7777674436,0.05405405405,0.1072459359,0.1076782778,0.1077135373,0.1098281923,0.1084566718,0.08001988043,0.1066543073,0.2109987218,0.09361500635,0.1223616076,2.01287376,1.236433701,2.977568537,0.505358441
1121,0.9491428571,0.8617679672,0.8706807339,0.8754546939,0.7601020218,0.8116164471,0.05085714286,0.1382320328,0.1293192661,0.1245453061,0.2398979782,0.1883835529,0.9491891892,0.8228452122,0.8531417355,0.857345558,0.7313873255,0.7777041353,0.05405405405,0.1078044168,0.1081797181,0.10764143,0.1101170824,0.1088015432,0.08096928736,0.1066549724,0.2109987218,0.09420492802,0.1232525794,2.004966125,1.236433701,2.977568537,0.5210159624
1122,0.948,0.8619726384,0.8704275711,0.8765810845,0.7608668702,0.8120762317,0.052,0.1380273616,0.1295724289,0.1234189155,0.2391331298,0.1879237683,0.9481081081,0.8230413837,0.8529309707,0.8583612047,0.7320781202,0.7781255296,0.05405405405,0.1077269815,0.108076776,0.1075739589,0.1100821393,0.1087607211,0.08076757546,0.1066555883,0.2109987218,0.09410228902,0.1230951256,2.005461187,1.236433701,2.977568537,0.514373796
1123,0.9485714286,0.8634660862,0.8693075486,0.8769661771,0.7602895256,0.8124499473,0.05142857143,0.1365339138,0.1306924514,0.1230338229,0.2397104744,0.1875500527,0.9486486486,0.8243886823,0.8519209846,0.8587074072,0.7315754102,0.7784789012,0.05405405405,0.1076544102,0.1079802933,0.1075108661,0.109962616,0.1086736747,0.08016260461,0.1066561588,0.2109987218,0.09311490822,0.1217841126,2.004606673,1.236433701,2.977568537,0.5351192579
1124,0.9482857143,0.8635300913,0.8704326259,0.8792986607,0.7633755924,0.8140495485,0.05171428571,0.1364699087,0.1295673741,0.1207013393,0.2366244076,0.1859504515,0.9483783784,0.8244744889,0.8529251419,0.8608071186,0.7342813495,0.7798905158,0.05405405405,0.1075864464,0.1078899325,0.1074519025,0.1100807522,0.1087107888,0.07909157575,0.1066566872,0.2109987218,0.09307892144,0.1217322879,2.004988046,1.236433701,2.977568537,0.5465655947
1125,0.948,0.8629697213,0.8706667715,0.879415587,0.7637201176,0.8139105885,0.052,0.1370302787,0.1293332285,0.120584413,0.2362798824,0.1860894115,0.9481081081,0.8239837651,0.8531325612,0.8609215058,0.7345943313,0.7797741399,0.05405405405,0.1075228408,0.1078053648,0.1073968293,0.1100300397,0.1086653309,0.07878221154,0.1066571766,0.2109987218,0.09349484552,0.1222548145,2.005846483,1.236433701,2.977568537,0.5481401805
1126,0.9497142857,0.8641686954,0.8697212583,0.879297865,0.7627854891,0.8140484549,0.05028571429,0.1358313046,0.1302787417,0.120702135,0.2372145109,0.1859515451,0.9497297297,0.8250791174,0.8522994101,0.8608194954,0.7337951745,0.7799221362,0.05405405405,0.1074633525,0.1077262717,0.1073454172,0.1099019857,0.1085855941,0.07802898029,0.1066576299,0.2110128549,0.09268275577,0.1211892063,1.991156959,1.236433701,2.977568537,0.5265433426
1127,0.9482857143,0.8647281247,0.8706760017,0.8788961022,0.7632746466,0.8144515333,0.05171428571,0.1352718753,0.1293239983,0.1211038978,0.2367253534,0.1855484667,0.9483783784,0.8254497522,0.8531467685,0.8604707653,0.7342349657,0.7802510381,0.05405405405,0.1080077823,0.1076523453,0.1072974471,0.1098675011,0.1087571747,0.07718453095,0.1066580498,0.2110128549,0.09208852101,0.1205463566,1.996631087,1.236433701,2.977568537,0.5275107049
1128,0.9482857143,0.8641280747,0.8702213368,0.877807486,0.7619524542,0.813793016,0.05171428571,0.1358719253,0.1297786632,0.122192514,0.2380475458,0.186206984,0.9483783784,0.8248247779,0.8527432663,0.8594642014,0.7330410886,0.7795857611,0.05405405405,0.1085171135,0.107583289,0.1078527352,0.110028352,0.1090498432,0.07650985786,0.1066584387,0.2110128549,0.09225335635,0.1209166654,1.975831682,1.236433701,2.977568537,0.5081292381
1129,0.95,0.8643982822,0.8677927861,0.8785390722,0.760564988,0.8133683663,0.05,0.1356017178,0.1322072139,0.1214609278,0.239435012,0.1866316337,0.95,0.8250816639,0.8506003707,0.8601166993,0.7317909049,0.7791947329,0.05405405405,0.1083932727,0.1081085678,0.1077722722,0.1101728407,0.1090705861,0.07648373385,0.1066587989,0.2110128549,0.09213650455,0.1207216997,1.96747721,1.236433701,2.977568537,0.5354086972
1130,0.9497142857,0.8651187566,0.8681225122,0.8790639319,0.7613364212,0.8140461266,0.05028571429,0.1348812434,0.1318774878,0.1209360681,0.2386635788,0.1859538734,0.9497297297,0.8257526277,0.8509041704,0.8605881574,0.7324786245,0.7798164972,0.05405405405,0.108276942,0.108010404,0.1076968278,0.1101289305,0.1090103276,0.07759121685,0.1066591325,0.2110128549,0.0916885872,0.1201089012,1.951639556,1.236433701,2.977568537,0.5452771475
1131,0.9497142857,0.8635136777,0.8677142631,0.8795449267,0.7613538192,0.8130614702,0.05028571429,0.1364863223,0.1322857369,0.1204550733,0.2386461808,0.1869385298,0.9497297297,0.8240379895,0.8505050319,0.861018321,0.7324430082,0.7788218882,0.05405405405,0.1093678296,0.1084676938,0.1076261423,0.1103506933,0.1095434802,0.07684061481,0.1066594415,0.2110128549,0.09239452829,0.1212780957,1.960815009,1.236433701,2.977568537,0.5592051236
1132,0.95,0.8642888994,0.8679356705,0.8786579259,0.7608032792,0.813121447,0.05,0.1357111006,0.1320643295,0.1213420741,0.2391967208,0.186878553,0.95,0.8247625132,0.8507017574,0.860242034,0.7319914766,0.7789103052,0.05405405405,0.1091879288,0.1083464827,0.1075599631,0.1102079201,0.1094162197,0.07655612515,0.1066597278,0.2110128549,0.09194889418,0.1206435224,1.95803595,1.236433701,2.977568537,0.5820832416
1133,0.9494285714,0.8664389196,0.8685301671,0.8800081199,0.7624485657,0.8149723592,0.05057142857,0.1335610804,0.1314698329,0.1199918801,0.2375514343,0.1850276408,0.9494594595,0.8267043132,0.8512391998,0.861450004,0.7334413053,0.780564361,0.05405405405,0.1090188274,0.1082327095,0.1074980446,0.1102305648,0.1093729666,0.07606038885,0.106659993,0.2110128549,0.09057150857,0.1187862731,1.96751661,1.236433701,2.977568537,0.5667236606
1134,0.9505714286,0.8640745462,0.8675364473,0.8797913723,0.7613310019,0.8130807165,0.04942857143,0.1359254538,0.1324635527,0.1202086277,0.2386689981,0.1869192835,0.9505405405,0.8244821541,0.8503491952,0.8612579934,0.7324781263,0.7788701429,0.05405405405,0.1093802893,0.1081260077,0.1074401498,0.1100718219,0.1094208916,0.07632906819,0.1066602386,0.2110128549,0.09208355499,0.1208277013,1.966061049,1.236433701,2.977568537,0.5560613957
1135,0.9502857143,0.8645089416,0.868229981,0.8795217219,0.76158621,0.8135123513,0.04971428571,0.1354910584,0.131770019,0.1204782781,0.23841379,0.1864876487,0.9502702703,0.824925187,0.8509512507,0.8610299744,0.7327231809,0.7792723605,0.05405405405,0.1091983092,0.108026017,0.1073860498,0.1100160929,0.10933987,0.0763873449,0.1066604661,0.2110128549,0.09183896036,0.1204756584,1.955789708,1.236433701,2.977568537,0.561178548
1136,0.9505714286,0.8645624315,0.86934425,0.8787500693,0.7618769379,0.8135952271,0.04942857143,0.1354375685,0.13065575,0.1212499307,0.2381230621,0.1864047729,0.9505405405,0.8249991478,0.851943318,0.8603385777,0.7329846911,0.7793655812,0.05405405405,0.109027408,0.1079323858,0.1073355246,0.1099626552,0.1092510263,0.07739943588,0.1066606769,0.2110128549,0.09188956264,0.1204871482,1.962643787,1.236433701,2.977568537,0.5472160697
1137,0.9511428571,0.8647719958,0.8682513808,0.8768311858,0.7592446734,0.8125916438,0.04885714286,0.1352280042,0.1317486192,0.1231688142,0.2407553266,0.1874083562,0.9510810811,0.8252379755,0.8509689763,0.8586354262,0.7306533669,0.7784792881,0.05405405405,0.1088670547,0.1084448048,0.1072883635,0.1100440454,0.1092215134,0.07677493979,0.1066608721,0.2110128549,0.09178801722,0.1203284971,1.950284512,1.236433701,2.977568537,0.5494870544
1138,0.952,0.8668459137,0.8688942538,0.8775679124,0.7604677681,0.814232065,0.048,0.1331540863,0.1311057462,0.1224320876,0.2395322319,0.185767935,0.9518918919,0.8271085609,0.8515618161,0.8593049255,0.7317446692,0.7799479135,0.05405405405,0.108716725,0.1083241154,0.1072443645,0.110034336,0.1091706294,0.07594823578,0.106661053,0.2110128549,0.09045454376,0.1185330766,1.951351326,1.236433701,2.977568537,0.5274453328
1139,0.9525714286,0.8662457855,0.8690687414,0.8778305542,0.7608368841,0.8141319127,0.04742857143,0.1337542145,0.1309312586,0.1221694458,0.2391631159,0.1858680873,0.9524324324,0.8266291617,0.8517215056,0.8595462977,0.7320812461,0.7798820893,0.05405405405,0.108575904,0.1082109644,0.1072033351,0.1099753367,0.1090912814,0.07542066959,0.1066612205,0.2110128549,0.09088486004,0.1190828862,1.94532323,1.236433701,2.977568537,0.5234867855
